54400	48100	65650	13900	2400	2450	5800	3600	14600	2400	0	6000	4650	5150	4600	2700	3200	5150	4750	3650	5000	3800	1700	4000	4300	4200	3550	5500	2450	1850	2400	4250	2800	3250	1900	4650	3000	1700	6200	1950	3650	4800	2550	3600	3450	4000	2600	2750	3150	800	2100	2600	5600	4850	5900	1900	1700	4400	3900	100	4400	3100	10600	7700	8300	7050	9350	10050	8050	8200	9500	9350	8650	9200	8950	7500	8250	8000	8050	10150	9550	8100	7750	7450	9550	9400	8450	10400	7450	7100	7450	9100	8350	9450	7250	9550	9100	8100	7150	7400	8300	7250	8400	8400	8400	9000	7150	7300	9000	7750	8400	8450	7200	7800	7450	9600	7350	8150	10050	9450	9400	8350	7650	8200	8600	9050	7150	10000	10650	10000	7650	7950	9950	7200	8250	10350	8450	8300	8100	32400	33300	34050	34550	34850	35300	34150	35450	33150	34450	34300	34600	35300	35050	36050	32800	32700	35350	35600	33300	35050	32200	34500	33400	33200	36250	35950	34900	32150	33550	32100	33100	32400	32600	34400	34350	33600	35350	33200	34500	35700	31800	34350	34550	34500	33050	35100	32750	33200	31950	34900	32250	34900	34750	32850	33700	33650	34750	33650	36600	33550
53550	43500	61100	9300	7600	5500	900	7200	13800	8250	6000	0	2050	4200	2450	6600	8000	2850	8950	2400	9500	9050	6900	9100	3300	3850	7450	10350	8300	4200	6250	9100	7600	8100	4950	3650	7700	5900	11000	6450	8150	4500	6250	3400	8500	8650	6800	7550	8950	5350	7300	4400	6250	10050	11100	6700	6200	8900	8750	5900	3300	3750	6050	3600	3550	3900	4700	5550	3250	3400	4900	4550	3650	4350	4200	3400	3500	3250	3200	5550	4950	3350	3700	3350	4950	4750	3450	6050	3350	3950	3300	4100	3400	4800	3600	4900	4250	3350	4000	3500	3300	3600	3500	3250	3450	4250	4000	3600	4200	3650	3450	3450	3700	3600	3350	5050	3800	3350	5450	4800	4600	3400	3750	3200	3600	4200	3850	5450	6050	5400	3500	3550	5500	3600	3350	5700	3500	3350	3300	27600	28350	29450	29850	30250	30750	29550	30850	28850	29650	29700	30400	30700	30400	31550	28200	27850	30750	31250	28500	30350	27200	29650	28800	28950	31700	31000	29950	28100	29250	27650	28650	27600	27950	29950	30100	29250	30600	28400	29650	31100	27350	29550	30250	29650	28600	30600	28300	28400	28050	30400	27750	30450	29950	28300	29200	28800	29950	28900	31850	28950
54950	44650	62350	10750	6500	4600	1150	7100	14400	6850	4650	2050	0	3500	500	5200	6700	2900	8650	1700	8750	7750	5800	8300	2650	2000	6050	9650	6850	2850	5350	7750	6350	7450	3550	2950	6250	4550	9700	5050	7400	2550	5350	1350	7550	7950	4900	6250	7550	3950	6050	2550	5400	8750	9800	5450	4850	8600	8050	4550	2550	2850	6450	4750	4700	5300	5400	6000	4400	4600	5250	5100	5100	5550	5500	5250	4650	4450	4400	5900	5400	4550	4950	5350	5350	5350	5050	6450	5300	5350	5300	5600	4850	5300	5600	5300	5400	4500	5400	5150	4750	5600	4700	4850	4850	5500	5350	5600	5500	5000	4650	4900	5700	4750	5400	5450	5550	4550	5900	5350	5500	4800	4900	4550	5200	5450	5350	5850	6500	5850	5150	4750	5900	5550	4750	6150	4750	4750	4450	28950	29550	30650	31150	31450	31650	30700	32150	29650	30950	30900	31800	32150	31650	32700	29500	29000	31950	32250	29850	31600	28450	30900	30050	30250	32900	32200	31350	28650	30200	28850	30050	28750	28500	31200	31400	30150	31800	29750	31000	32400	28600	30900	31200	30900	29800	31650	29500	29600	29300	31850	28800	31800	31100	29500	30450	30200	31150	30100	33100	30200
54650	44300	61550	9700	6600	3100	4650	7200	12850	6650	5150	4200	3500	0	3450	5300	6800	4550	8250	1800	8750	7300	5950	8200	900	3800	6150	9550	6600	3600	5650	7850	6400	7550	3650	1250	6150	4600	9800	4350	7400	4200	3800	3000	7700	7750	5000	6300	7350	4400	5600	2600	3850	8350	9900	5500	5300	8150	7950	5100	4400	3150	6050	5200	5050	4800	5150	5550	5350	5200	5000	5350	5250	5900	5650	4600	5150	5350	5400	5550	4950	5300	4900	4550	4900	5100	5150	6000	4500	4850	4600	5800	4950	5050	4500	5000	5600	5300	4900	4650	4900	4550	5050	5000	5000	5700	4850	4500	5700	4800	5000	5050	4750	5200	4600	5000	4650	5350	5450	5050	5250	4950	4900	5400	5300	5650	4700	5450	6100	5450	4750	5100	5450	4600	4850	5850	5050	4900	5300	28950	29100	30300	30700	31100	31450	30300	31350	29350	30500	30500	31500	31150	31200	32000	28650	28600	31550	31700	29450	31100	28000	30400	29250	30050	32200	32250	30850	28350	29700	28550	30100	28300	28250	30900	31200	29750	31200	29750	30650	31550	28300	30500	30700	30500	29500	31200	29200	29700	29000	31800	28800	31500	30650	28750	29650	29600	30700	29500	32650	29400
55350	45050	62850	11000	6150	4100	1550	6600	14200	6650	4600	2450	500	3450	0	4700	6200	3400	8150	1650	8700	7250	5450	8200	2550	1500	5550	9400	6650	3350	5150	7250	5800	7150	3050	2900	6050	4050	9200	5350	7350	2050	4850	1850	7150	7450	4400	5750	7350	4450	5550	2000	5200	8250	9300	4900	5300	8100	7800	4650	2050	2650	6950	5250	5100	4800	5850	6500	4900	5000	5750	5650	5500	5850	5500	5500	5050	4950	4900	6400	5900	4900	5500	5450	5850	5800	5400	6950	5450	4850	5450	5350	5200	5750	5100	5800	5550	5000	4900	5650	5150	5150	5100	5250	5200	5500	4850	5100	5450	5500	5000	5300	5200	5250	5400	5950	5050	5000	6350	5750	5900	5200	5400	5050	5600	5550	4850	6350	7000	6350	5650	5250	6400	5200	5150	6650	5100	5150	5000	29400	30000	31050	31550	31850	32100	31200	32500	30050	31350	31300	32200	32450	32050	33200	29950	29500	32350	32650	30300	32000	28950	31350	30550	30700	33250	32600	31750	29050	30600	29350	30450	29250	28950	31700	31850	30550	32300	30200	31450	32850	29100	31350	31600	31300	30300	32050	30000	30100	29800	32250	29250	32250	31600	29950	30850	30600	31600	30600	33500	30700
53800	46650	64550	13000	1800	4200	6250	2850	14400	2600	2700	6600	5250	5300	4750	0	2750	5850	4200	4250	4250	3250	1100	3750	4450	4100	850	4900	2550	3050	1650	4000	2550	2700	1700	4750	2550	2650	5900	3050	2950	5550	3500	4350	2700	2850	650	2150	3300	1950	1500	2700	5400	4300	6000	1650	2800	4150	3350	2600	4500	2850	10500	6900	7450	5700	9150	10000	7150	7300	9300	9000	7950	8350	8650	6250	7400	7150	7100	9950	9400	7250	6550	6200	9400	9200	7900	10500	6200	5700	6200	8550	7700	9250	6000	9350	8700	7200	5800	6400	7650	6050	7500	7700	7550	8600	5750	6000	8650	6500	7500	7750	6100	6900	6100	9450	5950	7000	9900	9250	9050	7550	6600	6950	8050	8650	5750	9900	10550	9900	6400	6800	9950	6100	7600	10150	7600	7600	7200	31150	32050	32800	33300	33500	33900	32900	34050	31900	33150	33000	33000	34000	33500	34250	31700	31450	34100	34200	32050	33700	31500	33200	32300	31150	34950	35050	32950	30900	32150	31650	31300	31700	32050	33450	32350	32200	34050	31950	33200	34550	31800	33100	33150	33250	32100	33700	31000	30500	31750	33050	30950	33100	32550	31600	32350	32450	33500	32350	35200	32450
52800	48450	66100	14450	2500	5100	7750	3050	15800	2500	3200	8000	6700	6800	6200	2750	0	7200	2100	5650	4400	1150	1850	3150	5950	5500	3600	3900	2550	4850	1800	1850	400	3000	3200	6250	3000	3950	3800	3850	3050	4900	4800	5700	3400	1600	2150	2150	1800	3750	1950	4200	6800	2200	3900	1300	3400	2050	2400	3150	5900	4300	11650	8300	8700	7200	10400	11150	8400	8550	10450	10100	9200	9550	9900	7750	8650	8400	8350	11150	10550	8500	8050	7700	10550	10350	9150	11650	7700	7250	7700	9800	8900	10400	7500	10500	9950	8450	7300	7850	8900	7400	8750	8950	8800	9850	7250	7450	9900	8000	8800	9000	7600	8400	7600	10600	7450	8250	11100	10450	10300	8800	8100	8500	9300	9900	7250	11050	11700	11050	7900	8300	11100	7450	8850	11300	8850	8900	8450	32650	33550	34650	35000	35250	35450	34400	35800	33350	34700	34500	34900	35900	35500	36300	33200	32950	35850	35700	33600	35200	32750	34750	33800	33550	36550	36350	35150	32400	33650	33350	33250	32950	32800	34500	34700	33700	35550	33450	34750	36050	33050	34600	34700	34750	33100	35200	33700	33250	33250	35050	32450	35050	35300	33100	33850	33900	35000	33850	36700	33950
56400	46100	63650	12100	6900	5850	3000	7700	14550	7350	5100	2850	2900	4550	3400	5850	7200	0	9150	4400	9200	8200	6200	8800	3650	4250	6650	10350	7400	3300	5550	8250	6800	8150	4150	4000	6800	5150	10150	5550	7850	2750	6000	1550	7950	8450	6050	6750	8050	4450	6500	3700	5550	9250	10300	5900	5350	9050	8750	5050	4650	3050	7550	6400	6200	6750	7550	6850	6100	6250	7400	7350	6500	7000	7050	6250	6250	6100	6050	6750	7350	6200	6500	6150	7400	7550	6300	7550	6200	6800	6100	6900	6250	7450	6450	7450	7100	6150	6850	6350	6150	6400	6150	6050	6250	7050	6800	6450	7000	6450	6050	6250	6550	6450	6200	7350	6650	6200	7950	7500	7450	6250	6600	6050	6450	7050	6700	6950	7350	6900	6350	6400	6950	6400	6200	7900	6150	6200	6150	30450	31150	32050	32600	32900	33200	32400	33450	31450	32050	32350	33200	33550	33100	33900	30800	30650	33400	33700	31350	32800	30050	32100	31400	31700	34300	33650	32750	30800	31700	30500	31500	30300	30650	32800	32900	31750	33450	31250	32300	33650	30250	32000	32700	32150	31400	33100	31150	31250	30900	33250	30600	33250	32650	30700	31750	31550	32400	31750	34300	31550
52600	48800	66550	15900	3750	6100	9700	1750	17750	2650	4750	8950	8650	8250	8150	4200	2100	9150	0	7600	3700	950	3150	2950	7350	7400	5050	3700	2600	6200	3750	1600	2450	2650	5150	7700	3200	4550	5850	5800	2500	6950	5400	7650	2150	1400	3950	2750	3050	5050	2750	6150	8750	2000	5950	3250	5450	1800	2200	4800	7800	6200	13100	9750	10100	8450	11850	12600	9850	10000	11900	11650	10650	11000	11350	9150	10100	9850	10050	12550	12000	9900	9450	9100	12000	11900	10600	13100	9100	8500	9050	11200	10350	11850	8750	11950	11400	9900	8550	9300	10350	8800	10200	10400	10250	11400	8550	8750	11350	9400	10200	10450	8850	9800	9050	12050	8700	9900	12500	11850	11750	10250	9500	9850	10750	11350	8550	12500	13100	12500	9300	9700	12500	8850	10300	12800	10300	10300	9900	34050	34950	34950	35500	35550	35900	35800	36150	34650	35300	34850	35150	36450	35950	37000	33650	34200	36300	36050	35000	35550	34200	35350	34250	33700	36900	37300	35600	33650	34000	33850	33400	34400	34100	34250	34800	34050	36350	34850	35550	36550	34100	35250	35000	35350	32900	35550	34500	34200	33500	35200	33900	35200	36050	33750	34650	34600	35600	35100	37050	34400
55000	44950	62450	10900	5200	3150	2900	6150	12900	5850	3650	2400	1700	1800	1650	4250	5650	4400	7600	0	7750	6650	4550	6850	950	2600	5050	7950	5900	1850	3850	6700	5250	5750	2550	1250	5300	3550	8600	4100	6400	3700	3850	2850	6200	6800	4400	5150	6600	2950	4900	2000	3900	7700	8750	4350	3850	7550	6400	3550	3000	1400	7200	5250	4800	4100	6450	6750	5150	4950	6600	6300	5250	5700	5950	4650	4900	5100	5150	6650	6700	5050	4900	4550	6700	6500	5200	7150	4550	4050	4600	5850	5000	6550	4400	6650	6000	5050	4200	4700	4950	4450	4850	5050	4950	6000	4000	4400	5950	4850	4900	5050	4350	5250	4650	6750	4200	5250	7200	6550	6400	4950	4950	5300	5350	5950	4150	6550	7200	6550	4750	5150	6600	4500	4900	7500	4950	4950	5100	29200	29950	30900	31400	31750	32250	31200	32200	30050	31200	31150	31800	32350	31950	32750	29550	29450	32100	32500	30150	31900	28800	31200	30150	30400	33100	32450	31500	29300	30500	29400	30100	28800	29700	31700	31550	30550	32200	30000	31250	32400	29100	31150	31500	31150	30350	32050	30050	30000	29800	31850	29350	31900	31100	29500	30550	30300	31450	30700	33400	30300
52950	50600	68400	17100	4000	7050	9900	4650	18000	3900	5000	9500	8750	8750	8700	4300	4400	9200	3700	7750	0	3250	3350	2300	7900	7650	5100	4050	3950	5950	4150	5300	4700	2050	5650	8250	4200	5500	8050	6250	1400	7700	6300	7700	1600	3250	4900	3650	4600	5200	3200	6700	9000	4300	8200	3800	6100	4100	2450	5100	8100	6450	14150	10950	11500	9950	13000	13650	11300	11400	12950	12900	11950	12450	12600	10500	11500	11250	11300	13550	13050	11350	10800	10450	13050	13000	11850	14150	10450	10000	10450	12450	11700	12900	10100	13000	12650	11350	10050	10650	11600	10200	11600	11600	11650	12600	10000	10150	12550	10750	11650	11750	10200	11050	10350	13100	10200	11250	13600	12950	13000	11650	10850	11200	12000	12600	10000	13550	14100	13550	10600	11050	13600	10200	11700	13850	11700	11650	11300	35400	36300	36850	37350	37600	37950	37150	37850	36000	36950	37100	37250	38050	37500	38450	35950	35700	38200	38450	36300	37600	35550	36900	36150	35400	39050	39150	37200	35000	36400	34700	35500	35800	34250	36600	36550	36450	38050	36200	36850	38850	34400	37000	37400	36950	35200	37850	34250	34700	35150	37300	35200	37300	36700	35850	36500	36250	37200	36600	39100	36300
51650	48400	65650	15100	2850	5950	8750	1900	16800	1700	3800	9050	7750	7300	7250	3300	1150	8200	950	6650	3250	0	2200	2000	6450	6500	4100	2800	1700	5250	2800	2500	1550	1900	4200	6800	2300	4350	4900	4900	1900	6050	5200	6750	2250	450	3300	2550	2150	4100	1850	5250	7800	1050	5050	2350	4550	900	1250	3900	6900	5300	12650	9000	9550	7800	11250	12100	9250	9400	11450	11100	10100	10450	10750	8400	9500	9250	9200	12050	11550	9350	8700	8300	11500	11300	10000	12600	8300	7850	8350	10650	9800	11350	8150	11450	10800	9300	7900	8450	9750	8150	9600	9850	9650	10750	7900	8150	10750	8600	9650	9850	8200	9000	8400	11600	8100	9150	12000	11350	11150	9650	8700	9150	10150	10750	7900	12000	12600	12000	8500	8900	12050	8200	9700	12300	9700	9750	9300	33300	34200	34400	34800	35150	35600	35050	35450	34050	35000	34550	34450	35550	35300	36050	32750	33550	35600	35800	34200	35250	33600	35050	33350	33000	36300	36350	34950	33000	33750	32900	32700	33500	33200	33350	33850	33800	35950	34100	35250	35600	33200	34950	34750	35100	31950	35300	33550	33450	32550	34500	33100	34500	35100	32850	33750	33700	35000	34250	36750	33500
53350	47600	65600	13800	700	4150	7000	1900	14700	1500	1700	6900	5850	5950	5450	1100	1850	6200	3150	4550	3300	2200	0	2850	5200	4400	1950	4450	1500	3050	1000	2900	1450	2250	2450	5500	1450	2850	4850	3050	1950	5850	3650	4650	1750	2300	1700	1100	2250	1900	400	3450	5700	3250	4950	550	2800	3100	2900	1800	4800	3200	11000	7650	8250	6750	9850	10500	8000	8100	10000	9650	8750	9150	9350	7300	8200	7950	8000	10550	10050	8050	7550	7200	10000	9900	8550	10950	7200	6800	7200	9200	8500	9950	7050	10000	9400	8050	6850	7400	8450	7000	8300	8400	8350	9350	6850	7050	9300	7500	8350	8550	6900	7750	7150	9950	7000	8050	10550	9950	9750	8350	7650	8000	8750	9350	6850	10350	11100	10400	7400	7800	10400	6950	8400	10850	8400	8450	8000	32200	33100	33550	34100	34400	35000	33950	35050	32950	34200	33850	34100	35100	34550	35350	32700	32500	34900	35250	33100	34750	32300	34250	33300	32250	35800	35850	34050	31950	33200	32700	32400	32500	30950	33450	33400	33250	35100	33000	34250	35600	32500	34150	34250	34300	32100	34750	32050	31600	32500	34150	32000	34150	33650	32600	33400	33450	34500	33400	36250	33450
