%truck	orders	drivers	containers	from	start_time	to
T000019	(O000066)	(D000027)	(C000025)	L000096	11613600	L000075
T000019	()	(D000027)	(C000025)	L000075	11912400	L000045
T000019	(O000067)	(D000027)	(C000025)	L000045	12967200	L000110
T000019	()	(D000027)	(C000025)	L000110	14173200	L000117
T000019	(O000068)	(D000027)	(C000025)	L000117	14238000	L000064
T000019	()	(D000027)	(C000025)	L000064	14292000	L000120
T000019	(O000069)	(D000027)	(C000025)	L000120	14490000	L000000
T000020	()	(D000028)	(C000026)	L000004	4140000	L000080
T000020	(O000070)	(D000028)	(C000026)	L000080	4766400	L000107
T000020	()	(D000028)	(C000026)	L000107	5000400	L000004
T000021	()	(D000029)	(C000028,C000027)	L000062	4680000	L000109
T000021	(O000071)	(D000029)	(C000028,C000027)	L000109	4971600	L000126
T000021	()	(D000029)	(C000028,C000027)	L000126	5036400	L000014
T000021	(O000072)	(D000029)	(C000028,C000027)	L000014	5385600	L000159
T000021	()	(D000029)	(C000028,C000027)	L000159	7689600	L000077
T000021	(O000074,O000073)	(D000029)	(C000028,C000027)	L000077	9658800	L000040
T000021	(O000074)	(D000029)	(C000028,C000027)	L000040	10371600	L000062
T000022	()	(D000030,D000031)	(C000029)	L000001	3600000	L000140
T000022	(O000075)	(D000030,D000031)	(C000029)	L000140	4708800	L000106
T000022	(O000076)	(D000030,D000031)	(C000029)	L000106	6447600	L000001
T000023	()	(D000032)	(C000030)	L000003	4500000	L000031
T000023	(O000077)	(D000032)	(C000030)	L000031	5738400	L000006
T000023	(O000078)	(D000032)	(C000030)	L000006	6440400	L000174
T000023	(O000079)	(D000032)	(C000030)	L000174	8866800	L000003
T000024	()	(D000033)	(C000031)	L000139	3150000	L000079
T000024	(O000080)	(D000033)	(C000031)	L000079	6102000	L000135
T000024	(O000081)	(D000033)	(C000031)	L000135	6238800	L000139
T000025	()	(D000034)	(C000032)	L000157	4770000	L000186
T000025	(O000082)	(D000034)	(C000032)	L000186	5054400	L000040
T000025	(O000083)	(D000034)	(C000032)	L000040	7214400	L000045
T000025	()	(D000034)	(C000032)	L000045	7336800	L000147
T000025	(O000084)	(D000034)	(C000032)	L000147	9586800	L000056
T000025	()	(D000034)	(C000032)	L000056	11772000	L000157
T000026	()	(D000035)	(C000034,C000033)	L000000	4860000	L000081
T000026	(O000086,O000085)	(D000035)	(C000034,C000033)	L000081	8506800	L000141
T000026	()	(D000035)	(C000034,C000033)	L000141	10404000	L000001
T000026	(O000087,O000088)	(D000035)	(C000034,C000033)	L000001	11415600	L000033
T000026	(O000088)	(D000035)	(C000034,C000033)	L000033	14936400	L000000
T000027	()	(D000036)	(C000035)	L000003	4410000	L000097
T000027	(O000089)	(D000036)	(C000035)	L000097	4867200	L000192
T000027	()	(D000036)	(C000035)	L000192	6804000	L000146
T000027	(O000090)	(D000036)	(C000035)	L000146	7034400	L000003
T000028	()	(D000037)	(C000036)	L000001	3510000	L000186
T000028	(O000091)	(D000037)	(C000036)	L000186	5004000	L000072
T000028	()	(D000037)	(C000036)	L000072	7236000	L000002
T000028	(O000092)	(D000037)	(C000036)	L000002	12441600	L000109
T000028	(O000093)	(D000037)	(C000036)	L000109	17654400	L000001
T000029	()	(D000038)	(C000037)	L000139	2430000	L000114
T000029	(O000094)	(D000038)	(C000037)	L000114	4068000	L000015
T000029	(O000095)	(D000038)	(C000037)	L000015	4464000	L000030
T000029	()	(D000038)	(C000037)	L000030	4572000	L000097
T000029	(O000096)	(D000038)	(C000037)	L000097	5068800	L000118
T000029	(O000097)	(D000038)	(C000037)	L000118	5248800	L000156
T000029	(O000098)	(D000038)	(C000037)	L000156	7041600	L000139
T000030	()	(D000039)	(C000038)	L000003	4860000	L000009
T000030	(O000099)	(D000039)	(C000038)	L000009	6073200	L000025
T000030	()	(D000039)	(C000038)	L000025	6534000	L000091
T000030	(O000100)	(D000039)	(C000038)	L000091	7077600	L000186
T000030	()	(D000039)	(C000038)	L000186	9079200	L000187
T000030	(O000101)	(D000039)	(C000038)	L000187	9118800	L000003
T000031	()	(D000040)	(C000040,C000039)	L000004	4770000	L000050
T000031	(O000103,O000102)	(D000040)	(C000040,C000039)	L000050	4845600	L000094
T000031	(O000103)	(D000040)	(C000040,C000039)	L000094	5382000	L000004
T000032	()	(D000041)	(C000041)	L000004	5760000	L000053
T000032	(O000104)	(D000041)	(C000041)	L000053	6105600	L000008
T000032	()	(D000041)	(C000041)	L000008	7714800	L000147
T000032	(O000105)	(D000041)	(C000041)	L000147	11012400	L000004
T000033	()	(D000042)	(C000042)	L000139	4590000	L000149
T000033	(O000106)	(D000042)	(C000042)	L000149	4870800	L000039
T000033	()	(D000042)	(C000042)	L000039	7491600	L000154
T000033	(O000107)	(D000042)	(C000042)	L000154	9979200	L000098
T000033	()	(D000042)	(C000042)	L000098	12078000	L000003
T000033	(O000108)	(D000042)	(C000042)	L000003	12675600	L000139
T000034	()	(D000043)	(C000043)	L000157	4860000	L000004
T000034	(O000109)	(D000043)	(C000043)	L000004	8550000	L000144
T000034	()	(D000043)	(C000043)	L000144	12186000	L000157
T000035	()	(D000044)	(C000044)	L000004	4860000	L000048
T000035	(O000110)	(D000044)	(C000044)	L000048	5029200	L000092
T000035	(O000111)	(D000044)	(C000044)	L000092	5709600	L000167
T000035	(O000112)	(D000044)	(C000044)	L000167	7336800	L000185
T000035	()	(D000044)	(C000044)	L000185	7552800	L000051
T000035	(O000113)	(D000044)	(C000044)	L000051	9712800	L000004
T000036	()	(D000045,D000046)	(C000045)	L000000	5940000	L000181
T000036	(O000114)	(D000045,D000046)	(C000045)	L000181	9118800	L000011
T000036	()	(D000045,D000046)	(C000045)	L000011	12664800	L000096
T000036	(O000115)	(D000045,D000046)	(C000045)	L000096	13172400	L000182
T000036	()	(D000045,D000046)	(C000045)	L000182	16344000	L000162
T000036	(O000116)	(D000045,D000046)	(C000045)	L000162	16599600	L000071
T000036	()	(D000045,D000046)	(C000045)	L000071	19623600	L000138
T000036	(O000117)	(D000045,D000046)	(C000045)	L000138	19843200	L000084
T000036	()	(D000045,D000046)	(C000045)	L000084	20113200	L000196
T000036	(O000118)	(D000045,D000046)	(C000045)	L000196	23212800	L000105
T000036	(O000119)	(D000045,D000046)	(C000045)	L000105	26366400	L000000
T000037	()	(D000047)	(C000046)	L000003	5760000	L000006
T000037	(O000120)	(D000047)	(C000046)	L000006	6451200	L000132
T000037	()	(D000047)	(C000046)	L000132	6876000	L000001
T000037	(O000121)	(D000047)	(C000046)	L000001	9716400	L000072
T000037	()	(D000047)	(C000046)	L000072	12618000	L000155
T000037	(O000122)	(D000047)	(C000046)	L000155	14410800	L000003
T000038	()	(D000048,D000049)	(C000047)	L000000	5220000	L000176
T000038	(O000123)	(D000048,D000049)	(C000047)	L000176	7124400	L000111
T000038	()	(D000048,D000049)	(C000047)	L000111	9097200	L000148
T000038	(O000124)	(D000048,D000049)	(C000047)	L000148	11001600	L000030
T000038	()	(D000048,D000049)	(C000047)	L000030	13420800	L000024
T000038	(O000125)	(D000048,D000049)	(C000047)	L000024	13766400	L000000
T000039	()	(D000050)	(C000048)	L000004	5400000	L000065
T000039	(O000126)	(D000050)	(C000048)	L000065	6163200	L000020
T000039	(O000127)	(D000050)	(C000048)	L000020	7185600	L000163
T000039	()	(D000050)	(C000048)	L000163	10825200	L000004
T000040	()	(D000051)	(C000049)	L000004	4950000	L000027
T000040	(O000128)	(D000051)	(C000049)	L000027	5295600	L000072
T000040	()	(D000051)	(C000049)	L000072	6195600	L000024
T000040	(O000129)	(D000051)	(C000049)	L000024	6512400	L000004
T000041	()	(D000052)	(C000050)	L000000	5490000	L000165
T000041	(O000130)	(D000052)	(C000050)	L000165	7380000	L000123
T000041	()	(D000052)	(C000050)	L000123	9406800	L000125
T000041	(O000131)	(D000052)	(C000050)	L000125	9532800	L000006
T000041	(O000132)	(D000052)	(C000050)	L000006	9867600	L000000
T000042	()	(D000053)	(C000051)	L000062	4860000	L000007
T000042	(O000133)	(D000053)	(C000051)	L000007	5677200	L000168
T000042	(O000134)	(D000053)	(C000051)	L000168	7999200	L000062
T000043	()	(D000054)	(C000052)	L000002	4320000	L000004
T000043	(O000135)	(D000054)	(C000052)	L000004	12222000	L000143
T000043	()	(D000054)	(C000052)	L000143	16426800	L000130
T000043	(O000136)	(D000054)	(C000052)	L000130	19731600	L000033
T000043	(O000137)	(D000054)	(C000052)	L000033	20815200	L000114
T000043	(O000138)	(D000054)	(C000052)	L000114	21870000	L000002
T000044	()	(D000055)	(C000055,C000054,C000053)	L000139	5760000	L000044
T000044	(O000139,O000140,O000141)	(D000055)	(C000055,C000054,C000053)	L000044	8193600	L000116
T000044	()	(D000055)	(C000055,C000054,C000053)	L000116	8816400	L000163
T000044	(O000142,O000143)	(D000055)	(C000055,C000054,C000053)	L000163	10731600	L000147
T000044	()	(D000055)	(C000055,C000054,C000053)	L000147	11016000	L000136
T000044	(O000145,O000144)	(D000055)	(C000055,C000054,C000053)	L000136	12844800	L000139
T000045	()	(D000056)	(C000056)	L000062	5310000	L000187
T000045	(O000146)	(D000056)	(C000056)	L000187	7974000	L000116
T000045	(O000147)	(D000056)	(C000056)	L000116	10746000	L000085
T000045	()	(D000056)	(C000056)	L000085	11109600	L000062
T000046	()	(D000057)	(C000057)	L000157	4950000	L000071
T000046	(O000148)	(D000057)	(C000057)	L000071	6728400	L000178
T000046	()	(D000057)	(C000057)	L000178	8420400	L000157
T000047	()	(D000058)	(C000059,C000058)	L000062	5400000	L000198
T000047	(O000149)	(D000058)	(C000059,C000058)	L000198	7642800	L000153
T000047	(O000150)	(D000058)	(C000059,C000058)	L000153	7909200	L000185
T000047	(O000151)	(D000058)	(C000059,C000058)	L000185	8082000	L000147
T000047	()	(D000058)	(C000059,C000058)	L000147	8269200	L000188
T000047	(O000152,O000154)	(D000058)	(C000059,C000058)	L000188	8542800	L000057
T000047	(O000154,O000153)	(D000058)	(C000059,C000058)	L000057	11214000	L000040
T000047	(O000154)	(D000058)	(C000059,C000058)	L000040	11433600	L000196
T000047	(O000155,O000156)	(D000058)	(C000059,C000058)	L000196	14313600	L000189
T000047	(O000156)	(D000058)	(C000059,C000058)	L000189	14695200	L000062
T000048	()	(D000059)	(C000060)	L000004	4590000	L000039
T000048	(O000157)	(D000059)	(C000060)	L000039	4834800	L000159
T000048	()	(D000059)	(C000060)	L000159	7012800	L000129
T000048	(O000158)	(D000059)	(C000060)	L000129	8722800	L000004
T000049	()	(D000060)	(C000062,C000061)	L000000	4230000	L000032
T000049	(O000160,O000159)	(D000060)	(C000062,C000061)	L000032	9021600	L000190
T000049	(O000160,O000161)	(D000060)	(C000062,C000061)	L000190	11919600	L000077
T000049	(O000161,O000162)	(D000060)	(C000062,C000061)	L000077	14158800	L000040
T000049	(O000162)	(D000060)	(C000062,C000061)	L000040	15048000	L000000
T000050	()	(D000061,D000062)	(C000063)	L000001	4950000	L000016
T000050	(O000163)	(D000061,D000062)	(C000063)	L000016	8434800	L000140
T000050	(O000164)	(D000061,D000062)	(C000063)	L000140	10850400	L000001
T000051	()	(D000063)	(C000064)	L000062	3870000	L000170
T000051	(O000165)	(D000063)	(C000064)	L000170	5731200	L000134
T000051	(O000166)	(D000063)	(C000064)	L000134	7556400	L000199
T000051	()	(D000063)	(C000064)	L000199	9406800	L000156
T000051	(O000167)	(D000063)	(C000064)	L000156	9568800	L000062
T000052	()	(D000064)	(C000065)	L000157	5310000	L000065
T000052	(O000168)	(D000064)	(C000065)	L000065	7588800	L000073
T000052	()	(D000064)	(C000065)	L000073	7812000	L000139
T000052	(O000169)	(D000064)	(C000065)	L000139	9756000	L000157
T000053	()	(D000065)	(C000067,C000066)	L000062	5940000	L000028
T000053	(O000171,O000170)	(D000065)	(C000067,C000066)	L000028	6678000	L000165
T000053	(O000172)	(D000065)	(C000067,C000066)	L000165	8906400	L000035
T000053	(O000173)	(D000065)	(C000067,C000066)	L000035	10825200	L000049
T000053	(O000174)	(D000065)	(C000067,C000066)	L000049	11059200	L000098
T000053	(O000175)	(D000065)	(C000067,C000066)	L000098	11440800	L000002
T000053	(O000176)	(D000065)	(C000067,C000066)	L000002	14986800	L000012
T000053	(O000177,O000178)	(D000065)	(C000067,C000066)	L000012	18723600	L000062
T000054	()	(D000066)	(C000068)	L000062	6300000	L000057
T000054	(O000179)	(D000066)	(C000068)	L000057	7232400	L000124
T000054	()	(D000066)	(C000068)	L000124	7988400	L000179
T000054	(O000180)	(D000066)	(C000068)	L000179	10004400	L000193
T000054	(O000181)	(D000066)	(C000068)	L000193	10220400	L000109
T000054	()	(D000066)	(C000068)	L000109	12027600	L000166
T000054	(O000182)	(D000066)	(C000068)	L000166	13986000	L000175
T000054	()	(D000066)	(C000068)	L000175	14101200	L000164
T000054	(O000183)	(D000066)	(C000068)	L000164	14306400	L000062
T000055	()	(D000067)	(C000069)	L000139	7110000	L000025
T000055	(O000184)	(D000067)	(C000069)	L000025	9108000	L000023
T000055	()	(D000067)	(C000069)	L000023	9576000	L000124
T000055	(O000185)	(D000067)	(C000069)	L000124	10328400	L000095
T000055	(O000186)	(D000067)	(C000069)	L000095	10411200	L000066
T000055	()	(D000067)	(C000069)	L000066	10425600	L000145
T000055	(O000187)	(D000067)	(C000069)	L000145	12106800	L000154
T000055	()	(D000067)	(C000069)	L000154	12279600	L000102
T000055	(O000188)	(D000067)	(C000069)	L000102	13914000	L000139
T000056	()	(D000068)	(C000070)	L000002	7380000	L000078
T000056	(O000189)	(D000068)	(C000070)	L000078	12031200	L000086
T000056	()	(D000068)	(C000070)	L000086	12092400	L000002
T000057	()	(D000069)	(C000072,C000071)	L000139	7290000	L000198
T000057	(O000192,O000190)	(D000069)	(C000072,C000071)	L000198	7570800	L000145
T000057	(O000192,O000191)	(D000069)	(C000072,C000071)	L000145	7750800	L000083
T000057	()	(D000069)	(C000072,C000071)	L000083	9518400	L000121
T000057	(O000193)	(D000069)	(C000072,C000071)	L000121	9608400	L000007
T000057	(O000194)	(D000069)	(C000072,C000071)	L000007	10180800	L000002
T000057	(O000195,O000196)	(D000069)	(C000072,C000071)	L000002	14464800	L000093
T000057	(O000196)	(D000069)	(C000072,C000071)	L000093	18201600	L000116
T000057	(O000197)	(D000069)	(C000072,C000071)	L000116	18435600	L000139
T000058	()	(D000070)	(C000073)	L000000	6030000	L000072
T000058	(O000198)	(D000070)	(C000073)	L000072	10076400	L000030
T000058	()	(D000070)	(C000073)	L000030	10699200	L000064
T000058	(O000199)	(D000070)	(C000073)	L000064	11314800	L000108
T000058	(O000200)	(D000070)	(C000073)	L000108	11412000	L000130
T000058	()	(D000070)	(C000073)	L000130	11595600	L000073
T000058	(O000201)	(D000070)	(C000073)	L000073	11754000	L000044
T000058	()	(D000070)	(C000073)	L000044	12621600	L000164
T000058	(O000202)	(D000070)	(C000073)	L000164	15620400	L000044
T000058	()	(D000070)	(C000073)	L000044	18622800	L000088
T000058	(O000203)	(D000070)	(C000073)	L000088	19332000	L000000
T000059	()	(D000071)	(C000075,C000074)	L000157	7470000	L000130
T000059	(O000204)	(D000071)	(C000075,C000074)	L000130	9316800	L000170
T000059	(O000205,O000206)	(D000071)	(C000075,C000074)	L000170	11052000	L000149
T000059	(O000207,O000208)	(D000071)	(C000075,C000074)	L000149	11192400	L000086
T000059	(O000208)	(D000071)	(C000075,C000074)	L000086	12934800	L000157
T000060	()	(D000072)	(C000076)	L000000	6750000	L000080
T000060	(O000209)	(D000072)	(C000076)	L000080	10728000	L000197
T000060	(O000210)	(D000072)	(C000076)	L000197	12715200	L000000
T000061	()	(D000073)	(C000077)	L000004	6300000	L000056
T000061	(O000211)	(D000073)	(C000077)	L000056	6660000	L000069
T000061	()	(D000073)	(C000077)	L000069	7513200	L000183
T000061	(O000212)	(D000073)	(C000077)	L000183	10231200	L000180
T000061	(O000213)	(D000073)	(C000077)	L000180	10594800	L000078
T000061	(O000214)	(D000073)	(C000077)	L000078	13132800	L000116
T000061	(O000215)	(D000073)	(C000077)	L000116	13284000	L000005
T000061	(O000216)	(D000073)	(C000077)	L000005	13899600	L000084
T000061	(O000217)	(D000073)	(C000077)	L000084	14716800	L000021
T000061	()	(D000073)	(C000077)	L000021	15897600	L000004
T000062	()	(D000074)	(C000078)	L000000	6570000	L000105
T000062	(O000218)	(D000074)	(C000078)	L000105	9867600	L000180
T000062	(O000219)	(D000074)	(C000078)	L000180	11440800	L000163
T000062	(O000220)	(D000074)	(C000078)	L000163	11577600	L000187
T000062	()	(D000074)	(C000078)	L000187	11620800	L000000
T000063	()	(D000075)	(C000079)	L000000	5580000	L000060
T000063	(O000221)	(D000075)	(C000079)	L000060	12304800	L000165
T000063	(O000222)	(D000075)	(C000079)	L000165	16318800	L000114
T000063	(O000223)	(D000075)	(C000079)	L000114	19792800	L000181
T000063	()	(D000075)	(C000079)	L000181	23032800	L000010
T000063	(O000224)	(D000075)	(C000079)	L000010	27158400	L000000
T000064	()	(D000076,D000077)	(C000080)	L000139	5580000	L000017
T000064	(O000225)	(D000076,D000077)	(C000080)	L000017	7772400	L000118
T000064	(O000226)	(D000076,D000077)	(C000080)	L000118	8344800	L000000
T000064	()	(D000076,D000077)	(C000080)	L000000	11934000	L000019
T000064	(O000227)	(D000076,D000077)	(C000080)	L000019	15890400	L000070
T000064	(O000228)	(D000076,D000077)	(C000080)	L000070	16365600	L000069
T000064	(O000229)	(D000076,D000077)	(C000080)	L000069	16513200	L000150
T000064	(O000230)	(D000076,D000077)	(C000080)	L000150	18482400	L000000
T000064	(O000231)	(D000076,D000077)	(C000080)	L000000	20192400	L000167
T000064	()	(D000076,D000077)	(C000080)	L000167	22176000	L000165
T000064	(O000232)	(D000076,D000077)	(C000080)	L000165	22528800	L000091
T000064	()	(D000076,D000077)	(C000080)	L000091	24548400	L000139
T000065	()	(D000078,D000079)	(C000082,C000081)	L000000	6570000	L000187
T000065	(O000233,O000234)	(D000078,D000079)	(C000082,C000081)	L000187	8881200	L000112
T000065	()	(D000078,D000079)	(C000082,C000081)	L000112	11293200	L000108
T000065	(O000236,O000235)	(D000078,D000079)	(C000082,C000081)	L000108	11548800	L000027
T000065	()	(D000078,D000079)	(C000082,C000081)	L000027	12722400	L000173
T000065	(O000237,O000238)	(D000078,D000079)	(C000082,C000081)	L000173	15969600	L000134
T000065	()	(D000078,D000079)	(C000082,C000081)	L000134	18381600	L000161
T000065	(O000239)	(D000078,D000079)	(C000082,C000081)	L000161	20750400	L000195
T000065	(O000240)	(D000078,D000079)	(C000082,C000081)	L000195	20934000	L000129
T000065	()	(D000078,D000079)	(C000082,C000081)	L000129	23151600	L000000
T000066	()	(D000080)	(C000083)	L000003	6840000	L000023
T000066	(O000241)	(D000080)	(C000083)	L000023	7923600	L000135
T000066	(O000242)	(D000080)	(C000083)	L000135	8798400	L000083
T000066	()	(D000080)	(C000083)	L000083	9057600	L000099
T000066	(O000243)	(D000080)	(C000083)	L000099	9068400	L000038
T000066	(O000244)	(D000080)	(C000083)	L000038	9788400	L000049
T000066	()	(D000080)	(C000083)	L000049	10224000	L000041
T000066	(O000245)	(D000080)	(C000083)	L000041	10490400	L000090
T000066	()	(D000080)	(C000083)	L000090	10947600	L000182
T000066	(O000246)	(D000080)	(C000083)	L000182	12744000	L000074
T000066	()	(D000080)	(C000083)	L000074	14472000	L000003
T000067	()	(D000081,D000082)	(C000084)	L000157	1890000	L000095
T000067	(O000247)	(D000081,D000082)	(C000084)	L000095	3834000	L000065
T000067	(O000248)	(D000081,D000082)	(C000084)	L000065	4107600	L000157
T000068	()	(D000083)	(C000085)	L000004	3060000	L000173
T000068	(O000249)	(D000083)	(C000085)	L000173	5421600	L000162
T000068	()	(D000083)	(C000085)	L000162	5698800	L000004
T000069	()	(D000084)	(C000086)	L000003	3060000	L000173
T000069	(O000250)	(D000084)	(C000086)	L000173	5058000	L000129
T000069	()	(D000084)	(C000086)	L000129	7437600	L000096
T000069	(O000251)	(D000084)	(C000086)	L000096	7545600	L000094
