%truck	orders	drivers	containers	from	start_time	to
T000016	()	(D000022)	(C000021,C000020)	L000034	12520800	L000001
T000017	()	(D000023,D000024)	(C000022)	L000004	1710000	L000005
T000017	(O000060)	(D000023,D000024)	(C000022)	L000005	1969200	L000064
T000017	()	(D000023,D000024)	(C000022)	L000064	2869200	L000042
T000017	(O000061)	(D000023,D000024)	(C000022)	L000042	3902400	L000000
T000017	()	(D000023,D000024)	(C000022)	L000000	8100000	L000087
T000017	(O000062)	(D000023,D000024)	(C000022)	L000087	10537200	L000024
T000017	(O000063)	(D000023,D000024)	(C000022)	L000024	12528000	L000033
T000017	()	(D000023,D000024)	(C000022)	L000033	13669200	L000004
T000018	()	(D000025,D000026)	(C000023)	L000029	2070000	L000000
T000018	(O000064)	(D000025,D000026)	(C000023)	L000000	7516800	L000044
T000018	(O000065)	(D000025,D000026)	(C000023)	L000044	12621600	L000029
T000019	()	(D000027)	(C000026,C000025,C000024)	L000002	1080000	L000023
T000019	(O000066)	(D000027)	(C000026,C000025,C000024)	L000023	1749600	L000081
T000019	()	(D000027)	(C000026,C000025,C000024)	L000081	4057200	L000005
T000019	(O000067,O000069,O000068)	(D000027)	(C000026,C000025,C000024)	L000005	6415200	L000047
T000019	(O000069,O000070)	(D000027)	(C000026,C000025,C000024)	L000047	7174800	L000075
T000019	()	(D000027)	(C000026,C000025,C000024)	L000075	7790400	L000025
T000019	(O000071)	(D000027)	(C000026,C000025,C000024)	L000025	8323200	L000043
T000019	()	(D000027)	(C000026,C000025,C000024)	L000043	10360800	L000002
T000020	()	(D000028,D000029)	(C000027)	L000001	6660000	L000040
T000020	(O000072)	(D000028,D000029)	(C000027)	L000040	9453600	L000056
T000020	()	(D000028,D000029)	(C000027)	L000056	9752400	L000001
T000021	()	(D000030,D000031)	(C000029,C000028)	L000029	6480000	L000051
T000021	(O000074,O000073)	(D000030,D000031)	(C000029,C000028)	L000051	9648000	L000001
T000021	()	(D000030,D000031)	(C000029,C000028)	L000001	12168000	L000028
T000021	(O000075)	(D000030,D000031)	(C000029,C000028)	L000028	14410800	L000029
T000022	()	(D000032)	(C000030)	L000000	7020000	L000047
T000022	(O000076)	(D000032)	(C000030)	L000047	10836000	L000098
T000022	(O000077)	(D000032)	(C000030)	L000098	12434400	L000015
T000022	(O000078)	(D000032)	(C000030)	L000015	13608000	L000000
T000023	()	(D000033,D000034)	(C000033,C000032,C000031)	L000004	5670000	L000006
T000023	(O000080,O000079)	(D000033,D000034)	(C000033,C000032,C000031)	L000006	6559200	L000022
T000023	(O000080,O000082,O000081)	(D000033,D000034)	(C000033,C000032,C000031)	L000022	6998400	L000033
T000023	(O000083)	(D000033,D000034)	(C000033,C000032,C000031)	L000033	8294400	L000023
T000023	(O000085,O000084)	(D000033,D000034)	(C000033,C000032,C000031)	L000023	9943200	L000058
T000023	(O000085)	(D000033,D000034)	(C000033,C000032,C000031)	L000058	10868400	L000048
T000023	()	(D000033,D000034)	(C000033,C000032,C000031)	L000048	12189600	L000004
T000024	()	(D000035)	(C000034)	L000003	6120000	L000089
T000024	(O000086)	(D000035)	(C000034)	L000089	7041600	L000012
T000024	(O000087)	(D000035)	(C000034)	L000012	7977600	L000003
T000025	()	(D000036)	(C000035)	L000000	5130000	L000051
T000025	(O000088)	(D000036)	(C000035)	L000051	8928000	L000007
T000025	()	(D000036)	(C000035)	L000007	13402800	L000006
T000025	(O000089)	(D000036)	(C000035)	L000006	14068800	L000000
T000026	()	(D000037)	(C000036)	L000001	6210000	L000060
T000026	(O000090)	(D000037)	(C000036)	L000060	10332000	L000092
T000026	()	(D000037)	(C000036)	L000092	11718000	L000001
T000027	()	(D000038)	(C000038,C000037)	L000000	6210000	L000065
T000027	(O000091)	(D000038)	(C000038,C000037)	L000065	9410400	L000070
T000027	(O000093,O000092)	(D000038)	(C000038,C000037)	L000070	10562400	L000067
T000027	(O000093)	(D000038)	(C000038,C000037)	L000067	11178000	L000068
T000027	(O000094)	(D000038)	(C000038,C000037)	L000068	11955600	L000046
T000027	()	(D000038)	(C000038,C000037)	L000046	13122000	L000074
T000027	(O000095)	(D000038)	(C000038,C000037)	L000074	13694400	L000030
T000027	()	(D000038)	(C000038,C000037)	L000030	14547600	L000025
T000027	(O000097,O000096)	(D000038)	(C000038,C000037)	L000025	14846400	L000000
T000028	()	(D000039)	(C000039)	L000001	270000	L000058
T000028	(O000098)	(D000039)	(C000039)	L000058	3078000	L000013
T000028	(O000099)	(D000039)	(C000039)	L000013	3196800	L000060
T000028	()	(D000039)	(C000039)	L000060	3441600	L000001
