18100	16850	9950	9500	7400	5650	7650	10600	8650	6450	0	14950	15750	15250	14200	14700	16400	15950	8500	7350	14850	8050	13750	13450	24300	17950	20750	15200	15800	18450	16650	15850	7300	6700	4450	10000	10150	5300	6700	8450	4650	7550	3800	5150	6550	5200	11800	6100	5250	3650
25800	24550	17600	17250	9600	13350	15350	12850	10850	8650	14950	0	2450	900	850	300	3100	1400	16200	15150	1600	15700	1300	1550	31950	25650	28400	22900	23500	26150	24350	23500	15050	14400	12050	12200	12400	13000	14400	16100	12300	15250	11400	12750	14300	12950	14050	13750	12900	11350
26550	25300	18350	17950	10400	14100	16100	13600	11600	9400	15700	2450	0	2750	1600	2150	650	3350	16950	15850	850	16500	2050	2350	32700	26400	29150	23650	24250	26950	25100	24250	15750	15150	12850	13000	13150	13750	15150	16850	13050	15950	12200	13550	15000	13650	14800	14550	13700	12100
26100	24850	17950	17550	9950	13700	15600	13150	11200	8950	15300	950	2750	0	1150	600	3400	1800	16500	15400	1900	16050	1600	1900	32300	26000	28750	23150	23800	26500	24650	23800	15300	14700	12450	12550	12700	13350	14700	16400	12550	15550	11750	13100	14550	13200	14350	14100	13250	11650
24950	23700	16800	16400	8800	12550	14550	12000	10050	7800	14100	850	1600	1150	0	600	2250	1800	15350	14300	750	14900	450	750	31150	24800	27600	22050	22650	25350	23500	22650	14200	13550	11250	11400	11550	12200	13600	15300	11450	14450	10650	12000	13400	12100	13200	12950	12100	10550
25550	24300	17400	16950	9400	13100	15150	12600	10600	8350	14700	300	2150	600	600	0	2800	1200	15950	14900	1300	15500	1100	1400	31750	25400	28150	22650	23250	25950	24100	23250	14800	14150	11850	11950	12150	12800	14200	15900	12050	15000	11200	12550	14000	12650	13750	13500	12700	11100
27200	25900	19000	18600	11000	14750	16750	14200	12250	10000	16350	3100	650	3400	2250	2800	0	4050	17600	16500	1500	17100	2700	3000	33300	27050	29800	24300	24850	27550	25750	24850	16400	15800	13450	13600	13750	14400	15800	17500	13700	16600	12800	14200	15650	14300	15450	15150	14300	12750
26700	25450	18550	18150	10550	14300	16250	13750	11800	9550	15900	1400	3350	1800	1800	1200	4000	0	17150	16000	2500	16650	2250	2550	32950	26550	29350	23850	24400	27050	25250	24400	15900	15300	13050	13150	13350	13950	15300	17050	13200	16150	12350	13700	15200	13800	14950	14700	13850	12250
19300	18050	11100	10750	8600	6950	8800	11850	9850	7600	8500	16200	16900	16500	15350	15900	17550	17150	0	8650	16100	9250	14950	14700	25500	19200	21950	16400	17000	19700	17900	17000	8500	7900	5600	11250	11300	6550	7950	9700	5800	8800	5000	6250	7800	6400	12950	7350	6400	4850
18350	17100	10200	9800	7650	5950	7900	10900	8950	6650	7550	15250	16000	15600	14500	15000	16650	16250	8800	0	15150	8350	14000	13750	24600	18200	21050	15450	16100	18750	17000	16100	7600	6950	4700	10350	10450	5600	7000	8700	4950	7800	4100	5350	6800	5500	12150	6400	5600	3900
25700	24400	17550	17150	9500	13300	15250	12700	10750	8550	14850	1600	850	1950	750	1350	1550	2500	16100	15050	0	15650	1200	1500	31900	25550	28350	22800	23400	26050	24250	23400	14950	14300	12000	12150	12300	12900	14350	16050	12200	15100	11300	12700	14150	12850	13950	13650	12800	11250
18800	17550	10750	10300	8100	6500	8350	11300	9300	7150	8000	15700	16500	16050	14900	15450	17100	16650	9250	8200	15600	0	14450	14150	25050	18700	21500	15950	16500	19200	17450	16550	8100	7450	5150	10750	10850	6050	7450	9200	5400	8300	4500	5850	7350	6000	12500	1950	2850	4400
24550	23300	16350	16000	8400	12100	14050	11600	9650	7350	13700	1300	2050	1600	450	1050	2650	2250	14950	13900	1200	14450	0	300	30750	24400	27150	21650	22250	24900	23100	22250	13750	13100	10800	11000	11100	11750	13150	14850	11100	14000	10150	11500	13000	11700	12750	12500	11650	10100
24200	23000	16100	15700	8050	11800	13800	11250	9300	7050	13400	1600	2300	1900	750	1350	2950	2550	14650	13550	1500	14150	300	0	30400	24100	26900	21350	21950	24600	22750	21900	13450	12850	10500	10650	10800	11450	12850	14550	10700	13700	9850	11200	12700	11350	12450	12200	11350	9850
8650	33800	26850	26450	24350	22700	24650	27550	25600	23400	24250	31950	32700	32250	31100	31700	33300	32900	25500	24350	31850	25000	30700	30400	0	6300	3550	32150	32750	6050	7650	32700	24250	23700	21400	26950	27100	22300	23700	25450	21550	24450	20750	22000	23500	22150	28750	23000	22200	20650
2300	27500	20550	20200	18100	16350	18300	21300	19250	17100	17950	25700	26400	25950	24850	25400	27050	26600	19250	18050	25550	18700	24400	24100	6350	0	2800	25850	26450	500	1350	26500	18000	17350	15100	20650	20850	16000	17400	19150	15250	18150	14450	15700	17200	15900	22500	16750	15850	14350
5100	30200	23350	22950	20800	19100	21100	24050	22050	19900	20700	28450	29150	28700	27650	28150	29800	29350	22000	20850	28300	21450	27150	26850	3550	2800	0	28650	29200	2500	4100	29200	20750	20150	17900	23400	23550	18800	20150	21850	18000	20950	17150	18500	19950	18650	25250	19500	18650	17100
26100	24750	17900	17500	15400	13600	15550	18600	16650	14350	15250	22950	23650	23250	22150	22700	24300	23900	16450	15350	22850	16000	21700	21450	32300	25950	28750	0	23700	26450	24650	23800	15250	14650	12350	18000	18150	13300	14700	16350	12600	15500	11700	13050	14550	13200	19800	14050	13200	11600
26600	25300	18450	18050	15900	14200	16100	19150	17150	14900	15750	23500	24200	23750	22700	23250	24850	24450	17000	15950	23350	16600	22250	21950	32850	26450	29300	23700	0	27000	25200	24250	15800	15200	12950	18550	18650	13800	15250	16950	13100	16050	12250	13550	15100	13700	20350	14650	13750	12150
2850	28000	21100	20750	18600	16850	18850	21750	19750	17600	18450	26150	26900	26450	25300	25850	27500	27050	19750	18550	26050	19200	24900	24600	6050	500	2500	26400	26950	0	1850	27000	18500	17900	15650	21150	21300	16550	17900	19650	15750	18700	14950	16200	17750	16350	22950	17250	16400	14850
1450	26150	19250	18850	16800	15000	17050	19950	17950	15750	16650	24350	25100	24650	23550	24050	25700	25250	17900	16750	24200	17400	23050	22750	7750	1350	4150	24550	25150	1850	0	25200	16700	16050	13750	19350	19500	14650	16050	17800	13950	16850	13150	14400	15900	14550	21150	15450	14550	13000
26350	25100	18250	17750	15650	13950	15900	18900	16950	14650	15500	23250	24000	23550	22450	23000	24600	24200	16750	15650	23150	16300	21950	21700	32600	26250	29050	23500	24050	26750	24900	0	15600	14950	12700	18300	18400	13600	15000	16650	12850	15800	12000	13350	14800	13500	20050	14350	13500	11900
18100	16800	9950	9500	5800	5700	7650	10550	8600	6350	7300	14950	15700	15250	14100	14650	16300	15900	8500	7400	14850	8050	13700	13400	24250	17950	20750	15200	15750	18500	16650	15800	0	600	4450	3150	2950	5300	6750	8400	4550	7500	3750	5050	6550	5200	4600	6100	5250	3650
17450	16250	9300	8900	6400	5100	7000	9950	8000	5750	6700	14350	15100	14650	13500	14100	15700	15300	7900	6750	14250	7450	13100	12800	23700	17350	20100	14600	15200	17900	16050	15250	600	0	3800	3750	3600	4700	6150	7900	4000	6950	3150	4450	5950	4600	5200	5500	4600	3050
15200	13900	7100	6600	4550	2800	4800	7750	5750	3550	4450	12100	12900	12400	11300	11800	13500	13050	5700	4550	12000	5150	10850	10550	21450	15150	17900	12300	12950	15600	13750	12950	4400	3800	0	7150	7250	2400	3800	5550	1700	4650	850	2200	3700	2300	8900	3250	2350	750
20750	19500	12600	12200	2600	8350	10350	7800	5800	3600	9900	12200	12900	12500	11350	11950	13550	13100	11150	10050	12100	10750	10900	10650	26900	20600	23400	17850	18450	21100	19350	18450	3150	3800	7100	0	200	8050	9400	11100	7250	10200	6400	7800	9200	7950	1800	8800	7900	6350
20900	19650	12750	12350	2800	8500	10450	8000	6050	3750	10100	12350	13100	12650	11550	12050	13700	13300	11350	10250	12250	10900	11100	10800	27050	20800	23550	18000	18650	21300	19500	18600	2950	3650	7250	200	0	8200	9550	11250	7400	10350	6550	7950	9350	8100	1650	8950	8050	6500
16150	14900	7950	7650	5500	3700	5750	8700	6700	4450	5300	13000	13800	13350	12200	12750	14450	14000	6550	5500	12950	6100	11800	11500	22400	16000	18800	13200	13800	16500	14800	13800	5500	4800	2450	8050	8200	0	4800	6450	2650	5550	1800	3150	4650	3250	9850	4200	3300	1700
17450	16200	9300	8900	6850	5050	7000	10000	8050	5800	6600	14400	15100	14650	13550	14100	15750	15300	7900	6750	14250	7450	13100	12850	23650	17300	20100	14600	15150	17850	16000	15250	6750	6050	3800	9350	9500	4700	0	7750	4000	6900	3150	4450	5950	4600	11200	5500	4600	3050
19000	17750	10850	10450	8350	6600	8600	11550	9600	7350	8250	15950	16700	16250	15150	15600	17300	16850	9450	8350	15850	8950	14650	14400	25250	18900	21700	16150	16750	19350	17600	16700	8300	7700	5350	10950	11050	6350	7650	0	5550	8450	4750	6050	7450	6150	12750	7000	6150	4600
15400	14100	7250	6850	4650	3000	4900	7850	5850	3650	4550	12300	13000	12550	11450	12000	13600	13200	5800	4700	12150	5300	11000	10750	21600	15250	18000	12450	13100	15750	13950	13100	4550	3950	1700	7250	7400	2600	3950	5750	0	4850	1050	2350	3800	2500	9050	3350	2500	950
18350	17050	10250	9850	7650	6000	7850	10900	8900	6700	7550	15250	16000	15600	14450	15000	16650	16200	8750	7750	15150	8350	14050	13750	24600	18250	21050	15500	16100	18700	16950	16100	7700	7000	4700	10300	10450	5650	6950	8750	4900	0	4050	5400	6800	5500	12100	6400	5500	3950
14500	13300	6400	5950	3850	2150	4050	7050	5100	2800	3750	11400	12150	11700	10600	11150	12800	12350	5000	3900	11300	4450	10150	9900	20750	14400	17200	11650	12200	14950	13150	12250	3750	3150	900	6400	6550	1750	3150	4850	1000	4000	0	1550	3000	1650	8250	2550	1700	100
15900	14600	7750	7300	5200	3500	5500	8450	6450	4200	5100	12800	13500	13050	12000	12500	14150	13750	6250	5250	12700	5850	11550	11250	22150	15750	18550	12950	13650	16250	14450	13550	5050	4450	2250	7800	7950	3150	4500	6200	2400	5350	1550	0	4350	3000	9600	3900	3000	1450
17300	16050	9150	8800	6650	4900	6850	9850	7800	5600	6450	14200	14950	14550	13350	13950	15550	15150	7800	6650	14100	7300	12950	12650	23450	17200	19950	14450	15050	17700	15900	15050	6550	5950	3650	9200	9350	4500	5950	7600	3850	6800	3000	4300	0	4400	11000	5350	4500	2850
16000	14750	7850	7450	5300	3650	5550	8550	6550	4300	5200	12900	13650	13250	12100	12650	14300	13850	6500	5350	12800	6050	11600	11400	22250	15900	18650	13150	13700	16450	14650	13750	5250	4600	2400	7950	8050	3250	4700	6350	2500	5500	1700	3000	4500	0	9700	4050	3250	1600
22550	21300	14400	14000	4450	10150	12100	9600	7650	5450	11750	13950	14750	14300	13150	13700	15350	14900	13000	11900	13900	12550	12700	12400	28700	22450	25150	19650	20300	22950	21200	20250	4600	5250	8900	1850	1650	9850	11200	12900	9100	12000	8250	9550	11050	9750	0	10600	9750	8150
16850	15600	8800	8350	6200	4550	6450	9350	7400	5200	6100	13800	14500	14100	13000	13500	15150	14700	7350	6250	13650	1950	12500	12200	23100	16750	19550	14050	14600	17250	15450	14600	6200	5550	3300	8750	8900	4150	5550	7250	3400	6350	2550	3900	5400	4050	10600	0	900	2500
16000	14700	7850	7450	5350	3650	5550	8500	6500	4300	5200	12850	13600	13250	12100	12600	14300	13850	6450	5350	12800	2850	11600	11350	22250	15900	18700	13100	13700	16450	14600	13750	5300	4650	2400	7900	8050	3250	4700	6400	2500	5500	1650	3000	4500	3150	9700	900	0	1600
14450	13150	6250	5850	3750	2050	3950	6950	5000	2750	3600	11300	12050	11650	10550	11050	12700	12250	4850	3750	11250	4400	10100	9800	20700	14300	17150	11550	12100	14850	13000	12150	3750	3050	750	6350	6500	1650	3050	4750	950	3900	100	1450	2900	1550	8200	2450	1600	0
