%id	pickup_window_start	pickup_window_end	pickup_location	delivery_window_start	delivery_window_end	delivery_location
O000043	900000	1800000	L000109	900000	1800000	L000051
O000044	3600000	7200000	L000073	8100000	9900000	L000077
O000045	1800000	3600000	L000144	3600000	4500000	L000021
O000046	2700000	4500000	L000021	4500000	5400000	L000006
O000047	3600000	5400000	L000006	4500000	6300000	L000126
O000048	4500000	6300000	L000013	5400000	7200000	L000004
O000049	1800000	2700000	L000129	1800000	3600000	L000103
O000050	0	5400000	L000103	1800000	6300000	L000084
O000051	1800000	2700000	L000103	1800000	3600000	L000084
O000052	4500000	8100000	L000071	7200000	9900000	L000149
O000053	3600000	5400000	L000035	5400000	6300000	L000033
O000054	6300000	8100000	L000107	6300000	9000000	L000132
O000055	7200000	9000000	L000132	9900000	10800000	L000069
O000056	1800000	3600000	L000146	2700000	5400000	L000080
O000057	3600000	4500000	L000117	3600000	6300000	L000015
O000058	1800000	5400000	L000011	2700000	7200000	L000051
O000059	3600000	8100000	L000039	7200000	9900000	L000002
O000060	1800000	4500000	L000036	1800000	5400000	L000003
O000061	900000	2700000	L000052	1800000	2700000	L000050
O000062	900000	3600000	L000050	1800000	5400000	L000003
O000063	900000	2700000	L000009	2700000	4500000	L000035
O000064	900000	5400000	L000035	1800000	7200000	L000077
O000065	2700000	3600000	L000009	3600000	6300000	L000016
O000066	1800000	3600000	L000009	3600000	4500000	L000016
O000067	3600000	5400000	L000016	4500000	7200000	L000075
O000068	3600000	8100000	L000075	6300000	12600000	L000118
O000069	8100000	9000000	L000118	8100000	9900000	L000080
O000070	7200000	9000000	L000080	7200000	9000000	L000128
O000071	6300000	9000000	L000128	6300000	9900000	L000090
O000072	8100000	9000000	L000128	8100000	10800000	L000090
O000073	8100000	9900000	L000090	8100000	10800000	L000123
O000074	7200000	9900000	L000123	9000000	14400000	L000003
O000075	5400000	8100000	L000070	9000000	11700000	L000027
O000076	8100000	10800000	L000027	9900000	12600000	L000123
O000077	9900000	11700000	L000123	9900000	11700000	L000113
O000078	9900000	11700000	L000097	12600000	13500000	L000048
O000079	11700000	13500000	L000048	14400000	16200000	L000000
O000080	900000	3600000	L000102	3600000	5400000	L000047
O000081	900000	8100000	L000079	3600000	9000000	L000069
O000082	7200000	9900000	L000015	8100000	13500000	L000149
O000083	3600000	5400000	L000010	3600000	5400000	L000050
O000084	3600000	5400000	L000010	7200000	8100000	L000001
O000085	1800000	6300000	L000022	2700000	8100000	L000147
O000086	2700000	4500000	L000022	4500000	5400000	L000147
O000087	5400000	6300000	L000008	5400000	8100000	L000029
O000088	6300000	8100000	L000142	8100000	9900000	L000057
O000089	7200000	9000000	L000057	9000000	10800000	L000097
O000090	5400000	10800000	L000057	5400000	14400000	L000077
O000091	3600000	7200000	L000073	6300000	8100000	L000070
O000092	5400000	6300000	L000073	6300000	7200000	L000070
O000093	6300000	7200000	L000070	9900000	11700000	L000096
O000094	9900000	11700000	L000096	14400000	16200000	L000001
O000095	2700000	11700000	L000146	5400000	12600000	L000142
O000096	6300000	9000000	L000026	8100000	11700000	L000113
O000097	9000000	9900000	L000113	9000000	9900000	L000006
O000098	9000000	11700000	L000052	12600000	14400000	L000076
O000099	10800000	15300000	L000076	14400000	18900000	L000002
O000100	7200000	8100000	L000024	7200000	10800000	L000141
O000101	8100000	9900000	L000047	8100000	11700000	L000016
O000102	5400000	11700000	L000029	9000000	15300000	L000007
O000103	9900000	11700000	L000007	12600000	13500000	L000002
O000104	8100000	9000000	L000078	9900000	12600000	L000075
O000105	11700000	14400000	L000025	12600000	16200000	L000084
O000106	13500000	15300000	L000084	14400000	16200000	L000099
O000107	14400000	15300000	L000099	16200000	18000000	L000000
O000108	6300000	11700000	L000079	8100000	13500000	L000044
O000109	8100000	10800000	L000079	10800000	14400000	L000002
O000110	6300000	7200000	L000029	6300000	7200000	L000048
O000111	900000	3600000	L000094	1800000	3600000	L000086
O000112	0	5400000	L000079	1800000	9000000	L000143
O000113	1800000	3600000	L000143	2700000	5400000	L000013
O000114	2700000	4500000	L000013	3600000	5400000	L000004
O000115	2700000	5400000	L000149	5400000	8100000	L000100
O000116	4500000	8100000	L000011	6300000	9900000	L000126
O000117	0	3600000	L000114	0	5400000	L000030
O000118	1800000	3600000	L000074	3600000	6300000	L000030
O000119	2700000	5400000	L000030	4500000	8100000	L000045
O000120	900000	9000000	L000045	3600000	10800000	L000077
O000121	2700000	9900000	L000077	3600000	10800000	L000131
O000122	4500000	6300000	L000131	4500000	7200000	L000148
O000123	4500000	6300000	L000148	4500000	8100000	L000039
O000124	6300000	9000000	L000076	6300000	10800000	L000068
O000125	3600000	5400000	L000110	3600000	5400000	L000125
O000126	1800000	7200000	L000125	2700000	9900000	L000122
O000127	4500000	6300000	L000121	6300000	8100000	L000069
O000128	4500000	9900000	L000069	5400000	10800000	L000128
O000129	3600000	6300000	L000067	4500000	7200000	L000069
O000130	4500000	8100000	L000058	4500000	11700000	L000105
O000131	6300000	8100000	L000058	6300000	8100000	L000105
O000132	6300000	8100000	L000105	6300000	8100000	L000137
O000133	7200000	9900000	L000025	9000000	11700000	L000149
O000134	8100000	9000000	L000025	9900000	10800000	L000149
O000135	2700000	7200000	L000017	3600000	8100000	L000133
O000136	2700000	9000000	L000133	3600000	12600000	L000000
O000137	7200000	11700000	L000033	7200000	12600000	L000022
O000138	10800000	11700000	L000136	10800000	14400000	L000130
O000139	7200000	11700000	L000136	8100000	14400000	L000131
O000140	9900000	11700000	L000130	9900000	11700000	L000095
O000141	9900000	11700000	L000131	11700000	14400000	L000059
O000142	10800000	11700000	L000095	12600000	15300000	L000068
O000143	6300000	15300000	L000014	7200000	18000000	L000068
O000144	11700000	14400000	L000068	13500000	15300000	L000101
O000145	10800000	13500000	L000068	13500000	16200000	L000101
O000146	6300000	9900000	L000005	9000000	11700000	L000126
O000147	7200000	8100000	L000004	7200000	9900000	L000143
O000148	4500000	10800000	L000044	4500000	13500000	L000086
O000149	9000000	9900000	L000086	9000000	10800000	L000046
O000150	8100000	10800000	L000046	10800000	12600000	L000120
O000151	10800000	12600000	L000004	12600000	14400000	L000003
O000152	7200000	9000000	L000101	8100000	10800000	L000058
O000153	8100000	9900000	L000058	9900000	10800000	L000149
O000154	9000000	11700000	L000088	11700000	16200000	L000074
O000155	8100000	11700000	L000088	11700000	13500000	L000074
O000156	8100000	11700000	L000088	14400000	18900000	L000109
O000157	16200000	17100000	L000109	17100000	18900000	L000060
O000158	15300000	18000000	L000109	17100000	18900000	L000060
O000159	13500000	24300000	L000060	13500000	25200000	L000113
O000160	15300000	18900000	L000109	18000000	20700000	L000113
O000161	18900000	22500000	L000028	22500000	23400000	L000003
O000162	9000000	9900000	L000089	9000000	10800000	L000005
O000163	9900000	10800000	L000005	9900000	11700000	L000066
O000164	4500000	13500000	L000046	8100000	17100000	L000002
O000165	6300000	10800000	L000096	8100000	11700000	L000125
O000166	4500000	11700000	L000128	4500000	14400000	L000039
O000167	8100000	9900000	L000039	9000000	12600000	L000127
O000168	8100000	11700000	L000127	9900000	12600000	L000013
O000169	8100000	15300000	L000078	9000000	16200000	L000085
O000170	11700000	12600000	L000085	11700000	12600000	L000090
O000171	5400000	14400000	L000090	8100000	19800000	L000124
O000172	11700000	12600000	L000124	11700000	13500000	L000089
O000173	11700000	12600000	L000089	12600000	15300000	L000068
O000174	6300000	18900000	L000068	9900000	23400000	L000001
O000175	6300000	8100000	L000016	6300000	9900000	L000062
O000176	6300000	8100000	L000016	8100000	9900000	L000077
O000177	9900000	10800000	L000098	9900000	13500000	L000145
O000178	9000000	10800000	L000098	11700000	13500000	L000046
O000179	10800000	14400000	L000046	12600000	16200000	L000002
O000180	9000000	10800000	L000145	14400000	15300000	L000002
O000181	9000000	11700000	L000081	10800000	13500000	L000085
O000182	9000000	12600000	L000085	10800000	13500000	L000032
O000183	9900000	14400000	L000023	12600000	18000000	L000001
O000184	10800000	14400000	L000023	13500000	17100000	L000001
O000185	7200000	9000000	L000016	8100000	10800000	L000014
O000186	9000000	10800000	L000145	9900000	11700000	L000040
O000187	9000000	11700000	L000040	9900000	13500000	L000051
O000188	7200000	16200000	L000081	10800000	20700000	L000008
O000189	13500000	14400000	L000008	14400000	15300000	L000135
O000190	14400000	15300000	L000135	14400000	16200000	L000004
O000191	900000	2700000	L000112	1800000	2700000	L000064
O000192	1800000	3600000	L000106	1800000	4500000	L000101
O000193	3600000	4500000	L000022	4500000	6300000	L000044
O000194	3600000	6300000	L000049	5400000	9000000	L000015
O000195	6300000	9000000	L000062	7200000	9900000	L000108
O000196	4500000	9000000	L000100	7200000	9900000	L000093
O000197	7200000	9900000	L000093	7200000	12600000	L000040
O000198	9000000	10800000	L000067	9000000	14400000	L000104
O000199	10800000	12600000	L000104	12600000	13500000	L000074
