%truck	orders	drivers	containers	from	start_time	to
T000036	(O000128)	(D000046,D000047)	(C000046)	L000069	6976800	L000128
T000036	()	(D000046,D000047)	(C000046)	L000128	8910000	L000002
T000037	()	(D000048)	(C000048,C000047)	L000149	2790000	L000067
T000037	(O000129)	(D000048)	(C000048,C000047)	L000067	3812400	L000069
T000037	()	(D000048)	(C000048,C000047)	L000069	5464800	L000058
T000037	(O000130,O000131)	(D000048)	(C000048,C000047)	L000058	7297200	L000105
T000037	(O000132)	(D000048)	(C000048,C000047)	L000105	7905600	L000137
T000037	()	(D000048)	(C000048,C000047)	L000137	7927200	L000025
T000037	(O000133,O000134)	(D000048)	(C000048,C000047)	L000025	8769600	L000149
T000038	()	(D000049,D000050)	(C000049)	L000000	3240000	L000017
T000038	(O000135)	(D000049,D000050)	(C000049)	L000017	4809600	L000133
T000038	(O000136)	(D000049,D000050)	(C000049)	L000133	5641200	L000000
T000039	()	(D000051)	(C000051,C000050)	L000068	7560000	L000033
T000039	(O000137)	(D000051)	(C000051,C000050)	L000033	9435600	L000022
T000039	()	(D000051)	(C000051,C000050)	L000022	10040400	L000136
T000039	(O000139,O000138)	(D000051)	(C000051,C000050)	L000136	10926000	L000130
T000039	(O000139,O000140)	(D000051)	(C000051,C000050)	L000130	11185200	L000131
T000039	(O000140,O000141)	(D000051)	(C000051,C000050)	L000131	11293200	L000095
T000039	(O000141,O000142)	(D000051)	(C000051,C000050)	L000095	11487600	L000059
T000039	(O000142)	(D000051)	(C000051,C000050)	L000059	12398400	L000068
T000040	()	(D000052,D000053)	(C000053,C000052)	L000002	8280000	L000014
T000040	(O000143)	(D000052,D000053)	(C000053,C000052)	L000014	11102400	L000068
T000040	(O000145,O000144)	(D000052,D000053)	(C000053,C000052)	L000068	12891600	L000101
T000040	()	(D000052,D000053)	(C000053,C000052)	L000101	14799600	L000002
T000041	()	(D000054,D000055)	(C000054)	L000003	6750000	L000005
T000041	(O000146)	(D000054,D000055)	(C000054)	L000005	8514000	L000126
T000041	()	(D000054,D000055)	(C000054)	L000126	10054800	L000003
T000042	()	(D000056)	(C000055)	L000003	6480000	L000004
T000042	(O000147)	(D000056)	(C000055)	L000004	7585200	L000143
T000042	()	(D000056)	(C000055)	L000143	8240400	L000044
T000042	(O000148)	(D000056)	(C000055)	L000044	8625600	L000086
T000042	(O000149)	(D000056)	(C000055)	L000086	9000000	L000046
T000042	(O000150)	(D000056)	(C000055)	L000046	10015200	L000120
T000042	()	(D000056)	(C000055)	L000120	11034000	L000004
T000042	(O000151)	(D000056)	(C000055)	L000004	11941200	L000003
T000043	()	(D000057)	(C000056)	L000149	6930000	L000101
T000043	(O000152)	(D000057)	(C000056)	L000101	8514000	L000058
T000043	(O000153)	(D000057)	(C000056)	L000058	9165600	L000149
T000044	()	(D000058)	(C000059,C000058,C000057)	L000003	7470000	L000088
T000044	(O000155,O000154,O000156)	(D000058)	(C000059,C000058,C000057)	L000088	10101600	L000074
T000044	(O000156)	(D000058)	(C000059,C000058,C000057)	L000074	13413600	L000109
T000044	(O000157,O000160,O000158)	(D000058)	(C000059,C000058,C000057)	L000109	16653600	L000060
T000044	(O000160,O000159)	(D000058)	(C000059,C000058,C000057)	L000060	18219600	L000113
T000044	()	(D000058)	(C000059,C000058,C000057)	L000113	19767600	L000028
T000044	(O000161)	(D000058)	(C000059,C000058,C000057)	L000028	21063600	L000003
T000045	()	(D000059)	(C000060)	L000002	7110000	L000089
T000045	(O000162)	(D000059)	(C000060)	L000089	9378000	L000005
T000045	(O000163)	(D000059)	(C000060)	L000005	10195200	L000066
T000045	()	(D000059)	(C000060)	L000066	10497600	L000046
T000045	(O000164)	(D000059)	(C000060)	L000046	10677600	L000002
T000046	()	(D000060)	(C000061)	L000001	6570000	L000096
T000046	(O000165)	(D000060)	(C000061)	L000096	8866800	L000125
T000046	()	(D000060)	(C000061)	L000125	8931600	L000128
T000046	(O000166)	(D000060)	(C000061)	L000128	8960400	L000039
T000046	(O000167)	(D000060)	(C000061)	L000039	9450000	L000127
T000046	(O000168)	(D000060)	(C000061)	L000127	9918000	L000013
T000046	()	(D000060)	(C000061)	L000013	10872000	L000078
T000046	(O000169)	(D000060)	(C000061)	L000078	11761200	L000085
T000046	(O000170)	(D000060)	(C000061)	L000085	11844000	L000090
T000046	(O000171)	(D000060)	(C000061)	L000090	11890800	L000124
T000046	(O000172)	(D000060)	(C000061)	L000124	11926800	L000089
T000046	(O000173)	(D000060)	(C000061)	L000089	12168000	L000068
T000046	(O000174)	(D000060)	(C000061)	L000068	14061600	L000001
T000047	()	(D000061)	(C000063,C000062)	L000077	6570000	L000016
T000047	(O000176,O000175)	(D000061)	(C000063,C000062)	L000016	7300800	L000062
T000047	(O000176)	(D000061)	(C000063,C000062)	L000062	7549200	L000077
T000048	()	(D000062)	(C000065,C000064)	L000002	7830000	L000098
T000048	(O000177,O000178)	(D000062)	(C000065,C000064)	L000098	10360800	L000145
T000048	(O000178,O000180)	(D000062)	(C000065,C000064)	L000145	10746000	L000046
T000048	(O000180,O000179)	(D000062)	(C000065,C000064)	L000046	11757600	L000002
T000049	()	(D000063)	(C000067,C000066)	L000001	8370000	L000081
T000049	(O000181)	(D000063)	(C000067,C000066)	L000081	11026800	L000085
T000049	(O000182)	(D000063)	(C000067,C000066)	L000085	11095200	L000032
T000049	()	(D000063)	(C000067,C000066)	L000032	11872800	L000023
T000049	(O000183,O000184)	(D000063)	(C000067,C000066)	L000023	12286800	L000001
T000050	()	(D000064)	(C000068)	L000004	7650000	L000016
T000050	(O000185)	(D000064)	(C000068)	L000016	8445600	L000014
T000050	()	(D000064)	(C000068)	L000014	9280800	L000145
T000050	(O000186)	(D000064)	(C000068)	L000145	10267200	L000040
T000050	(O000187)	(D000064)	(C000068)	L000040	11577600	L000051
T000050	()	(D000064)	(C000068)	L000051	12574800	L000081
T000050	(O000188)	(D000064)	(C000068)	L000081	12927600	L000008
T000050	(O000189)	(D000064)	(C000068)	L000008	13719600	L000135
T000050	(O000190)	(D000064)	(C000068)	L000135	14454000	L000004
T000051	()	(D000065)	(C000069)	L000077	1530000	L000112
T000051	(O000191)	(D000065)	(C000069)	L000112	1872000	L000064
T000051	()	(D000065)	(C000069)	L000064	2653200	L000106
T000051	(O000192)	(D000065)	(C000069)	L000106	3445200	L000101
T000051	()	(D000065)	(C000069)	L000101	3564000	L000077
T000052	()	(D000066,D000067)	(C000070)	L000068	2700000	L000022
T000052	(O000193)	(D000066,D000067)	(C000070)	L000022	4413600	L000044
T000052	()	(D000066,D000067)	(C000070)	L000044	5007600	L000049
T000052	(O000194)	(D000066,D000067)	(C000070)	L000049	5810400	L000015
T000052	()	(D000066,D000067)	(C000070)	L000015	6580800	L000062
T000052	(O000195)	(D000066,D000067)	(C000070)	L000062	7290000	L000108
T000052	()	(D000066,D000067)	(C000070)	L000108	8215200	L000100
T000052	(O000196)	(D000066,D000067)	(C000070)	L000100	8229600	L000093
T000052	(O000197)	(D000066,D000067)	(C000070)	L000093	8391600	L000040
T000052	()	(D000066,D000067)	(C000070)	L000040	9576000	L000067
T000052	(O000198)	(D000066,D000067)	(C000070)	L000067	10155600	L000104
T000052	(O000199)	(D000066,D000067)	(C000070)	L000104	11170800	L000074
T000052	()	(D000066,D000067)	(C000070)	L000074	13215600	L000068
