%id	pickup_window_start	pickup_window_end	pickup_location	delivery_window_start	delivery_window_end	delivery_location
O000069	23400000	30600000	L000204	29700000	36900000	L000101
O000070	14400000	16200000	L000089	18000000	18900000	L000197
O000071	13500000	16200000	L000089	18000000	19800000	L000197
O000072	16200000	19800000	L000197	20700000	24300000	L000062
O000073	17100000	18900000	L000197	25200000	26100000	L000296
O000074	9900000	10800000	L000275	11700000	13500000	L000121
O000075	11700000	13500000	L000121	12600000	15300000	L000017
O000076	10800000	16200000	L000017	16200000	18900000	L000158
O000077	14400000	19800000	L000158	18000000	22500000	L000248
O000078	21600000	26100000	L000173	26100000	27900000	L000004
O000079	14400000	17100000	L000255	18000000	21600000	L000187
O000080	15300000	21600000	L000187	20700000	27000000	L000002
O000081	14400000	17100000	L000063	16200000	20700000	L000020
O000082	21600000	23400000	L000124	24300000	26100000	L000256
O000083	26100000	29700000	L000251	33300000	36000000	L000135
O000084	8100000	10800000	L000287	9000000	13500000	L000036
O000085	8100000	12600000	L000036	13500000	15300000	L000153
O000086	12600000	14400000	L000153	15300000	18000000	L000082
O000087	17100000	25200000	L000288	23400000	29700000	L000169
O000088	27000000	28800000	L000104	31500000	34200000	L000238
O000089	35100000	39600000	L000231	41400000	43200000	L000048
O000090	40500000	50400000	L000013	42300000	53100000	L000115
O000091	45900000	49500000	L000115	48600000	54000000	L000004
O000092	12600000	18000000	L000264	17100000	21600000	L000023
O000093	9000000	10800000	L000020	12600000	13500000	L000082
O000094	9900000	11700000	L000014	13500000	15300000	L000000
O000095	13500000	15300000	L000000	16200000	18900000	L000248
O000096	13500000	15300000	L000000	16200000	18000000	L000248
O000097	13500000	15300000	L000000	20700000	21600000	L000013
O000098	24300000	27000000	L000100	29700000	31500000	L000101
O000099	9000000	9900000	L000169	14400000	15300000	L000228
O000100	12600000	16200000	L000228	18900000	21600000	L000002
O000101	7200000	12600000	L000133	9900000	14400000	L000098
O000102	8100000	9900000	L000133	10800000	12600000	L000098
O000103	10800000	12600000	L000098	18900000	19800000	L000135
O000104	9000000	9900000	L000278	10800000	12600000	L000268
O000105	7200000	13500000	L000268	11700000	15300000	L000130
O000106	9900000	19800000	L000043	13500000	23400000	L000224
O000107	9900000	13500000	L000222	10800000	18900000	L000226
O000108	12600000	14400000	L000226	19800000	20700000	L000224
O000109	7200000	9000000	L000278	9000000	9900000	L000034
O000110	6300000	11700000	L000034	11700000	15300000	L000288
O000111	17100000	18000000	L000008	19800000	22500000	L000194
O000112	23400000	25200000	L000293	27000000	27900000	L000183
O000113	26100000	30600000	L000183	30600000	35100000	L000001
O000114	14400000	17100000	L000218	22500000	25200000	L000008
O000115	14400000	18000000	L000218	23400000	25200000	L000008
O000116	22500000	26100000	L000008	32400000	35100000	L000002
O000117	0	20700000	L000299	900000	27900000	L000238
O000118	16200000	18900000	L000060	19800000	21600000	L000018
O000119	9000000	11700000	L000297	10800000	12600000	L000043
O000120	10800000	13500000	L000043	14400000	16200000	L000075
O000121	13500000	17100000	L000075	17100000	19800000	L000281
O000122	16200000	24300000	L000287	24300000	27900000	L000224
O000123	10800000	13500000	L000225	16200000	17100000	L000171
O000124	11700000	14400000	L000225	16200000	18000000	L000171
O000125	18900000	20700000	L000247	21600000	24300000	L000228
O000126	18900000	20700000	L000247	22500000	23400000	L000228
O000127	27000000	28800000	L000182	31500000	35100000	L000002
O000128	12600000	14400000	L000160	13500000	18900000	L000237
O000129	12600000	18900000	L000237	17100000	24300000	L000000
O000130	11700000	18000000	L000237	18000000	24300000	L000000
O000131	13500000	14400000	L000044	17100000	19800000	L000139
O000132	19800000	21600000	L000198	24300000	27000000	L000004
O000133	18900000	23400000	L000198	28800000	31500000	L000138
O000134	28800000	31500000	L000138	34200000	36900000	L000001
O000135	10800000	13500000	L000095	15300000	17100000	L000026
O000136	14400000	16200000	L000210	18900000	21600000	L000081
O000137	18900000	22500000	L000081	22500000	25200000	L000007
O000138	9900000	10800000	L000272	9900000	12600000	L000259
O000139	11700000	17100000	L000169	19800000	23400000	L000086
O000140	9900000	16200000	L000215	18000000	21600000	L000194
O000141	20700000	25200000	L000086	25200000	27900000	L000023
O000142	26100000	27000000	L000023	27900000	29700000	L000298
O000143	12600000	14400000	L000029	18900000	21600000	L000230
O000144	18900000	21600000	L000230	31500000	33300000	L000224
O000145	9000000	10800000	L000294	11700000	12600000	L000282
O000146	14400000	16200000	L000114	18000000	19800000	L000208
O000147	18900000	20700000	L000208	21600000	22500000	L000099
O000148	20700000	24300000	L000099	23400000	26100000	L000178
O000149	25200000	27000000	L000178	28800000	29700000	L000057
O000150	27000000	30600000	L000057	32400000	36000000	L000003
O000151	9900000	12600000	L000245	10800000	13500000	L000096
O000152	11700000	13500000	L000096	11700000	14400000	L000074
O000153	14400000	18000000	L000243	17100000	21600000	L000209
O000154	9000000	10800000	L000055	10800000	16200000	L000038
O000155	15300000	18000000	L000091	19800000	21600000	L000139
O000156	19800000	21600000	L000139	23400000	26100000	L000101
O000157	8100000	10800000	L000031	12600000	14400000	L000245
O000158	11700000	13500000	L000245	15300000	17100000	L000220
O000159	21600000	23400000	L000049	24300000	26100000	L000187
O000160	25200000	27000000	L000187	28800000	30600000	L000004
O000161	9900000	13500000	L000059	16200000	19800000	L000224
O000162	11700000	12600000	L000157	14400000	15300000	L000086
O000163	9900000	15300000	L000157	17100000	21600000	L000209
O000164	3600000	9900000	L000060	7200000	11700000	L000134
O000165	8100000	10800000	L000134	10800000	12600000	L000124
O000166	12600000	14400000	L000095	16200000	17100000	L000000
O000167	9000000	11700000	L000026	11700000	17100000	L000259
O000168	13500000	15300000	L000259	18000000	19800000	L000026
O000169	17100000	22500000	L000026	18000000	26100000	L000126
O000170	8100000	18000000	L000214	15300000	22500000	L000296
O000171	18900000	21600000	L000296	21600000	25200000	L000101
O000172	8100000	11700000	L000208	11700000	14400000	L000026
O000173	12600000	13500000	L000026	12600000	17100000	L000125
O000174	13500000	16200000	L000125	17100000	18900000	L000101
O000175	0	10800000	L000247	2700000	16200000	L000002
O000176	8100000	9000000	L000002	13500000	15300000	L000181
O000177	13500000	15300000	L000181	16200000	18000000	L000154
O000178	19800000	21600000	L000022	20700000	22500000	L000106
O000179	20700000	22500000	L000106	23400000	26100000	L000271
O000180	24300000	25200000	L000271	28800000	30600000	L000002
O000181	5400000	8100000	L000239	6300000	11700000	L000056
O000182	10800000	13500000	L000007	13500000	16200000	L000207
O000183	15300000	17100000	L000293	18900000	21600000	L000200
O000184	21600000	23400000	L000007	23400000	26100000	L000000
O000185	4500000	9000000	L000005	7200000	9900000	L000153
O000186	11700000	13500000	L000071	15300000	17100000	L000173
O000187	15300000	17100000	L000186	20700000	23400000	L000209
O000188	9000000	11700000	L000100	14400000	17100000	L000114
O000189	14400000	16200000	L000114	16200000	19800000	L000007
O000190	19800000	23400000	L000287	23400000	25200000	L000040
O000191	23400000	25200000	L000040	24300000	27000000	L000082
O000192	12600000	15300000	L000222	18900000	21600000	L000092
O000193	11700000	14400000	L000199	14400000	18900000	L000173
O000194	16200000	18000000	L000173	21600000	23400000	L000224
O000195	8100000	9900000	L000023	11700000	14400000	L000225
O000196	14400000	19800000	L000261	17100000	23400000	L000189
O000197	15300000	23400000	L000189	20700000	26100000	L000171
O000198	22500000	23400000	L000171	24300000	26100000	L000264
O000199	19800000	20700000	L000189	22500000	25200000	L000264
O000200	27000000	29700000	L000150	30600000	34200000	L000241
O000201	14400000	19800000	L000288	24300000	30600000	L000215
O000202	7200000	11700000	L000284	10800000	15300000	L000057
O000203	8100000	18000000	L000057	13500000	23400000	L000265
O000204	14400000	19800000	L000265	16200000	23400000	L000001
O000205	10800000	15300000	L000237	14400000	16200000	L000173
O000206	16200000	18900000	L000259	18000000	19800000	L000241
O000207	8100000	12600000	L000195	10800000	14400000	L000163
O000208	10800000	12600000	L000163	16200000	18000000	L000232
O000209	8100000	12600000	L000195	15300000	18900000	L000232
O000210	9000000	15300000	L000181	9900000	20700000	L000155
O000211	17100000	18900000	L000196	24300000	25200000	L000001
O000212	9900000	12600000	L000078	10800000	17100000	L000174
O000213	10800000	17100000	L000174	14400000	18000000	L000003
O000214	13500000	16200000	L000174	17100000	18000000	L000003
O000215	12600000	14400000	L000174	16200000	18900000	L000003
O000216	9000000	17100000	L000212	15300000	31500000	L000034
O000217	18900000	27000000	L000034	24300000	32400000	L000102
O000218	6300000	10800000	L000146	10800000	14400000	L000117
O000219	17100000	19800000	L000028	20700000	22500000	L000043
O000220	20700000	21600000	L000043	22500000	25200000	L000023
O000221	19800000	29700000	L000023	23400000	35100000	L000209
O000222	2700000	4500000	L000027	3600000	5400000	L000274
O000223	3600000	5400000	L000274	5400000	6300000	L000270
O000224	4500000	6300000	L000270	9000000	10800000	L000018
O000225	0	11700000	L000240	4500000	19800000	L000171
O000226	12600000	24300000	L000202	19800000	32400000	L000224
O000227	8100000	9900000	L000020	10800000	13500000	L000019
O000228	10800000	12600000	L000019	15300000	18000000	L000054
O000229	9000000	13500000	L000019	15300000	18900000	L000054
O000230	18000000	20700000	L000001	27000000	29700000	L000049
O000231	18900000	20700000	L000001	26100000	29700000	L000049
O000232	26100000	29700000	L000049	30600000	35100000	L000161
O000233	27000000	29700000	L000049	32400000	34200000	L000161
O000234	26100000	27900000	L000049	32400000	34200000	L000161
O000235	29700000	36000000	L000161	36900000	39600000	L000234
O000236	37800000	41400000	L000234	43200000	45900000	L000024
O000237	28800000	36900000	L000161	48600000	52200000	L000198
O000238	31500000	34200000	L000161	52200000	54000000	L000249
O000239	5400000	8100000	L000062	9900000	11700000	L000157
O000240	12600000	15300000	L000142	18900000	21600000	L000209
O000241	3600000	7200000	L000128	7200000	10800000	L000186
O000242	8100000	10800000	L000186	9900000	13500000	L000281
O000243	11700000	12600000	L000281	14400000	16200000	L000103
O000244	14400000	17100000	L000103	18900000	23400000	L000142
O000245	19800000	23400000	L000142	24300000	27000000	L000044
O000246	6300000	7200000	L000063	7200000	10800000	L000091
O000247	6300000	7200000	L000063	10800000	11700000	L000119
O000248	10800000	12600000	L000119	13500000	14400000	L000060
O000249	10800000	17100000	L000060	16200000	22500000	L000209
O000250	5400000	8100000	L000119	10800000	13500000	L000222
O000251	18000000	24300000	L000240	27900000	30600000	L000224
O000252	3600000	7200000	L000130	6300000	10800000	L000163
O000253	7200000	9900000	L000163	10800000	12600000	L000042
O000254	11700000	13500000	L000264	15300000	17100000	L000243
O000255	14400000	17100000	L000243	17100000	18000000	L000176
O000256	16200000	20700000	L000176	18900000	22500000	L000004
O000257	16200000	22500000	L000004	21600000	29700000	L000183
O000258	24300000	25200000	L000183	28800000	30600000	L000135
O000259	6300000	8100000	L000194	9900000	13500000	L000110
O000260	10800000	11700000	L000110	13500000	14400000	L000065
O000261	18900000	19800000	L000143	23400000	25200000	L000021
O000262	22500000	26100000	L000021	26100000	28800000	L000241
O000263	900000	4500000	L000291	3600000	9000000	L000261
O000264	4500000	6300000	L000261	9900000	12600000	L000206
O000265	11700000	14400000	L000227	18000000	20700000	L000120
O000266	18900000	19800000	L000120	18900000	23400000	L000295
O000267	19800000	24300000	L000295	21600000	29700000	L000205
O000268	3600000	6300000	L000118	7200000	9000000	L000054
O000269	8100000	9000000	L000054	9000000	12600000	L000003
O000270	900000	7200000	L000266	3600000	9000000	L000156
O000271	6300000	8100000	L000156	7200000	9900000	L000298
O000272	8100000	9000000	L000298	9900000	11700000	L000004
O000273	6300000	12600000	L000036	12600000	16200000	L000279
O000274	10800000	19800000	L000279	12600000	21600000	L000299
O000275	12600000	17100000	L000299	16200000	20700000	L000277
O000276	16200000	22500000	L000094	24300000	30600000	L000101
O000277	11700000	12600000	L000288	18900000	20700000	L000091
O000278	20700000	28800000	L000260	26100000	31500000	L000224
O000279	0	9900000	L000169	1800000	11700000	L000148
O000280	7200000	9900000	L000148	9000000	13500000	L000241
O000281	3600000	6300000	L000203	7200000	9000000	L000264
O000282	7200000	10800000	L000264	11700000	14400000	L000176
O000283	7200000	8100000	L000240	10800000	12600000	L000167
O000284	9900000	14400000	L000167	14400000	18000000	L000026
O000285	17100000	18900000	L000042	23400000	25200000	L000224
O000286	6300000	9000000	L000104	12600000	14400000	L000221
O000287	7200000	8100000	L000104	12600000	14400000	L000221
O000288	16200000	20700000	L000116	17100000	21600000	L000108
O000289	17100000	18000000	L000116	20700000	23400000	L000054
O000290	19800000	24300000	L000054	26100000	29700000	L000212
O000291	21600000	22500000	L000054	27900000	29700000	L000212
O000292	26100000	29700000	L000212	32400000	36000000	L000168
O000293	33300000	36000000	L000168	34200000	39600000	L000236
O000294	33300000	35100000	L000168	36900000	38700000	L000236
O000295	36000000	42300000	L000236	40500000	46800000	L000275
O000296	36900000	39600000	L000236	43200000	45000000	L000275
O000297	34200000	39600000	L000236	41400000	46800000	L000275
O000298	8100000	11700000	L000082	14400000	17100000	L000169
O000299	14400000	16200000	L000169	15300000	18900000	L000149
O000300	10800000	17100000	L000169	10800000	19800000	L000149
O000301	15300000	18900000	L000149	22500000	27000000	L000216
O000302	12600000	19800000	L000149	24300000	28800000	L000216
O000303	30600000	34200000	L000046	35100000	36900000	L000000
O000304	31500000	33300000	L000046	35100000	36900000	L000000
O000305	9900000	13500000	L000131	15300000	19800000	L000173
O000306	16200000	18000000	L000173	23400000	26100000	L000101
O000307	9000000	11700000	L000198	12600000	13500000	L000226
O000308	16200000	18900000	L000028	18900000	21600000	L000201
O000309	18900000	21600000	L000201	23400000	26100000	L000015
O000310	26100000	27900000	L000076	29700000	31500000	L000195
O000311	5400000	8100000	L000268	5400000	9900000	L000048
O000312	6300000	10800000	L000205	11700000	15300000	L000140
O000313	7200000	9900000	L000205	13500000	16200000	L000135
O000314	9000000	14400000	L000140	14400000	19800000	L000135
O000315	11700000	19800000	L000144	19800000	27000000	L000212
O000316	3600000	6300000	L000023	9000000	10800000	L000203
O000317	7200000	12600000	L000203	10800000	16200000	L000232
O000318	11700000	15300000	L000232	18000000	21600000	L000003
O000319	8100000	9000000	L000201	11700000	14400000	L000275
O000320	12600000	13500000	L000275	13500000	15300000	L000060
O000321	18000000	20700000	L000172	22500000	25200000	L000101
O000322	9000000	10800000	L000073	11700000	15300000	L000033
O000323	17100000	18900000	L000022	18900000	19800000	L000108
O000324	20700000	23400000	L000099	26100000	27900000	L000101
O000325	11700000	14400000	L000103	17100000	19800000	L000291
O000326	21600000	26100000	L000000	21600000	27900000	L000297
O000327	23400000	24300000	L000297	30600000	31500000	L000209
O000328	6300000	10800000	L000059	10800000	14400000	L000048
O000329	11700000	19800000	L000076	15300000	20700000	L000004
O000330	12600000	13500000	L000221	16200000	18000000	L000048
O000331	5400000	18000000	L000221	9000000	23400000	L000048
O000332	16200000	19800000	L000048	20700000	22500000	L000192
O000333	16200000	18000000	L000048	20700000	21600000	L000192
O000334	19800000	21600000	L000192	19800000	22500000	L000142
O000335	25200000	27900000	L000112	28800000	31500000	L000135
O000336	24300000	30600000	L000112	26100000	31500000	L000135
O000337	5400000	14400000	L000055	10800000	18000000	L000149
O000338	13500000	16200000	L000149	18000000	21600000	L000101
O000339	7200000	11700000	L000028	7200000	13500000	L000134
O000340	9000000	15300000	L000134	11700000	18900000	L000196
O000341	11700000	12600000	L000134	14400000	16200000	L000196
O000342	10800000	14400000	L000134	18000000	19800000	L000064
O000343	20700000	22500000	L000034	22500000	24300000	L000250
O000344	27000000	28800000	L000239	33300000	34200000	L000241
O000345	27900000	28800000	L000239	32400000	34200000	L000241
O000346	13500000	15300000	L000060	13500000	16200000	L000040
O000347	6300000	8100000	L000106	8100000	10800000	L000134
O000348	11700000	14400000	L000168	14400000	17100000	L000253
O000349	13500000	15300000	L000253	15300000	17100000	L000127
O000350	13500000	18000000	L000127	15300000	21600000	L000000
O000351	11700000	16200000	L000189	11700000	18900000	L000142
O000352	13500000	18000000	L000142	20700000	24300000	L000101
O000353	7200000	8100000	L000276	12600000	14400000	L000076
O000354	11700000	17100000	L000076	18000000	22500000	L000207
O000355	23400000	28800000	L000048	27900000	34200000	L000139
O000356	27900000	38700000	L000139	32400000	42300000	L000189
O000357	33300000	40500000	L000189	39600000	44100000	L000241
O000358	8100000	13500000	L000031	13500000	16200000	L000195
O000359	12600000	15300000	L000195	18900000	19800000	L000135
O000360	9000000	12600000	L000176	12600000	14400000	L000048
O000361	14400000	17100000	L000019	17100000	20700000	L000169
O000362	17100000	18900000	L000169	19800000	22500000	L000253
O000363	16200000	24300000	L000253	20700000	26100000	L000249
O000364	6300000	9900000	L000072	8100000	11700000	L000290
O000365	12600000	15300000	L000265	15300000	16200000	L000241
O000366	6300000	10800000	L000089	8100000	14400000	L000185
O000367	9900000	12600000	L000185	15300000	18000000	L000081
O000368	15300000	17100000	L000081	20700000	22500000	L000234
O000369	25200000	27900000	L000180	30600000	32400000	L000235
O000370	10800000	12600000	L000188	13500000	14400000	L000065
O000371	12600000	16200000	L000236	20700000	21600000	L000085
O000372	9000000	11700000	L000163	15300000	18000000	L000219
O000373	22500000	25200000	L000226	23400000	27000000	L000187
O000374	1800000	12600000	L000149	6300000	17100000	L000188
O000375	11700000	14400000	L000188	15300000	17100000	L000114
O000376	14400000	20700000	L000114	17100000	21600000	L000063
O000377	23400000	25200000	L000189	29700000	30600000	L000101
O000378	7200000	10800000	L000079	9900000	13500000	L000020
O000379	13500000	16200000	L000165	15300000	18000000	L000246
O000380	14400000	18900000	L000246	15300000	20700000	L000050
O000381	17100000	18900000	L000034	17100000	18900000	L000082
O000382	9900000	12600000	L000110	10800000	13500000	L000094
O000383	10800000	15300000	L000094	18900000	23400000	L000002
O000384	12600000	14400000	L000094	18900000	22500000	L000002
O000385	9000000	15300000	L000094	18900000	23400000	L000002
O000386	5400000	9900000	L000242	9000000	11700000	L000240
O000387	9900000	10800000	L000240	15300000	17100000	L000158
O000388	1800000	9900000	L000138	2700000	11700000	L000264
O000389	6300000	8100000	L000138	7200000	9000000	L000264
O000390	6300000	9000000	L000264	9900000	12600000	L000282
O000391	9900000	11700000	L000282	14400000	16200000	L000117
O000392	9900000	11700000	L000282	17100000	18900000	L000244
O000393	11700000	18000000	L000117	16200000	20700000	L000244
O000394	16200000	20700000	L000244	17100000	22500000	L000004
O000395	6300000	8100000	L000035	11700000	13500000	L000245
O000396	14400000	17100000	L000054	21600000	23400000	L000199
O000397	15300000	18000000	L000054	24300000	27000000	L000000
O000398	6300000	9000000	L000129	7200000	9900000	L000083
O000399	8100000	10800000	L000083	12600000	15300000	L000209
O000400	8100000	10800000	L000185	13500000	15300000	L000032
O000401	9900000	15300000	L000032	14400000	21600000	L000069
O000402	20700000	24300000	L000221	26100000	29700000	L000131
O000403	20700000	24300000	L000221	30600000	34200000	L000224
O000404	7200000	9900000	L000201	11700000	13500000	L000191
O000405	11700000	16200000	L000145	17100000	19800000	L000245
O000406	11700000	13500000	L000145	17100000	20700000	L000245
O000407	19800000	21600000	L000087	27000000	28800000	L000236
O000408	20700000	21600000	L000087	34200000	36900000	L000110
O000409	38700000	41400000	L000068	43200000	45900000	L000152
O000410	4500000	5400000	L000034	5400000	8100000	L000193
O000411	7200000	12600000	L000115	9000000	16200000	L000194
O000412	9900000	15300000	L000237	17100000	20700000	L000115
O000413	16200000	21600000	L000115	21600000	24300000	L000043
O000414	16200000	20700000	L000115	20700000	26100000	L000043
O000415	22500000	27900000	L000246	25200000	28800000	L000103
O000416	9900000	10800000	L000057	12600000	14400000	L000263
O000417	9000000	16200000	L000178	15300000	19800000	L000072
O000418	8100000	14400000	L000178	19800000	25200000	L000153
O000419	17100000	18900000	L000072	30600000	32400000	L000135
O000420	21600000	23400000	L000153	30600000	32400000	L000135
O000421	900000	4500000	L000132	3600000	7200000	L000226
O000422	0	4500000	L000132	6300000	10800000	L000060
O000423	7200000	9000000	L000060	9000000	10800000	L000263
O000424	7200000	9900000	L000060	9900000	11700000	L000263
O000425	8100000	10800000	L000263	9000000	12600000	L000049
O000426	12600000	16200000	L000241	17100000	18900000	L000000
O000427	6300000	9000000	L000035	8100000	10800000	L000193
O000428	10800000	12600000	L000293	11700000	14400000	L000271
O000429	12600000	14400000	L000271	13500000	15300000	L000175
O000430	11700000	17100000	L000175	19800000	23400000	L000209
O000431	6300000	8100000	L000205	8100000	9000000	L000299
O000432	8100000	9000000	L000299	9900000	11700000	L000281
O000433	9900000	10800000	L000281	11700000	13500000	L000160
O000434	11700000	14400000	L000160	17100000	18900000	L000001
O000435	900000	9900000	L000047	4500000	15300000	L000198
O000436	4500000	6300000	L000047	15300000	16200000	L000103
O000437	3600000	7200000	L000047	14400000	17100000	L000103
O000438	16200000	22500000	L000261	22500000	27900000	L000001
O000439	2700000	8100000	L000118	3600000	10800000	L000285
O000440	6300000	9900000	L000285	9900000	10800000	L000241
O000441	4500000	5400000	L000263	6300000	9000000	L000071
O000442	3600000	5400000	L000263	7200000	8100000	L000071
O000443	3600000	6300000	L000263	6300000	9000000	L000071
O000444	4500000	9000000	L000071	9000000	13500000	L000063
O000445	9900000	11700000	L000063	14400000	16200000	L000271
O000446	15300000	17100000	L000271	18900000	19800000	L000251
O000447	23400000	25200000	L000149	28800000	30600000	L000004
O000448	3600000	11700000	L000074	8100000	17100000	L000064
O000449	9900000	12600000	L000064	13500000	14400000	L000062
O000450	17100000	18900000	L000064	20700000	23400000	L000145
O000451	23400000	26100000	L000294	29700000	30600000	L000209
O000452	4500000	10800000	L000189	8100000	12600000	L000119
O000453	9900000	11700000	L000119	13500000	15300000	L000003
O000454	2700000	8100000	L000023	12600000	18000000	L000232
O000455	14400000	16200000	L000232	22500000	23400000	L000094
O000456	21600000	24300000	L000094	27900000	30600000	L000001
O000457	21600000	23400000	L000094	27000000	28800000	L000001
O000458	3600000	9000000	L000004	9900000	12600000	L000102
O000459	9900000	10800000	L000102	15300000	17100000	L000209
O000460	5400000	9000000	L000037	11700000	15300000	L000237
O000461	18900000	19800000	L000034	18900000	23400000	L000134
O000462	7200000	13500000	L000281	12600000	17100000	L000089
O000463	7200000	9900000	L000175	11700000	14400000	L000067
O000464	15300000	16200000	L000055	18900000	19800000	L000069
O000465	17100000	21600000	L000089	17100000	26100000	L000247
O000466	18900000	27900000	L000251	18900000	28800000	L000056
O000467	6300000	10800000	L000213	9900000	14400000	L000005
O000468	8100000	10800000	L000213	14400000	17100000	L000156
O000469	7200000	9900000	L000213	19800000	22500000	L000217
O000470	19800000	21600000	L000217	26100000	27000000	L000186
O000471	18900000	24300000	L000217	29700000	34200000	L000240
O000472	8100000	16200000	L000005	28800000	38700000	L000240
O000473	31500000	33300000	L000240	33300000	36000000	L000290
O000474	33300000	35100000	L000290	34200000	36000000	L000280
O000475	32400000	36000000	L000290	36900000	41400000	L000158
O000476	34200000	37800000	L000280	36900000	39600000	L000158
O000477	3600000	9900000	L000004	13500000	18900000	L000214
O000478	13500000	18900000	L000214	24300000	28800000	L000224
O000479	5400000	6300000	L000084	7200000	10800000	L000048
O000480	8100000	9000000	L000048	9000000	9900000	L000280
O000481	4500000	7200000	L000084	9900000	12600000	L000279
O000482	9000000	12600000	L000279	11700000	17100000	L000004
O000483	9000000	12600000	L000082	12600000	17100000	L000175
O000484	20700000	21600000	L000071	27000000	28800000	L000227
O000485	27000000	28800000	L000227	36000000	37800000	L000209
O000486	900000	9900000	L000020	6300000	12600000	L000195
O000487	9900000	16200000	L000115	15300000	18000000	L000001
O000488	9000000	10800000	L000205	9900000	12600000	L000163
O000489	9000000	10800000	L000205	10800000	11700000	L000163
O000490	11700000	13500000	L000198	14400000	15300000	L000257
O000491	11700000	13500000	L000198	17100000	18000000	L000152
O000492	21600000	23400000	L000044	28800000	30600000	L000001
O000493	6300000	9900000	L000137	12600000	17100000	L000193
O000494	10800000	18000000	L000193	14400000	19800000	L000145
O000495	16200000	17100000	L000145	18900000	20700000	L000033
O000496	17100000	30600000	L000226	25200000	38700000	L000165
