%truck	orders	drivers	containers	from	start_time	to
T000012	(O000035)	(D000013)	(C000015)	L000142	11574000	L000204
T000012	()	(D000013)	(C000015)	L000204	16390800	L000142
T000012	(O000036)	(D000013)	(C000015)	L000142	21240000	L000098
T000012	()	(D000013)	(C000015)	L000098	25599600	L000128
T000012	(O000037)	(D000013)	(C000015)	L000128	28008000	L000102
T000013	()	(D000014)	(C000016)	L000209	5760000	L000004
T000013	(O000038)	(D000014)	(C000016)	L000004	10742400	L000227
T000013	(O000039)	(D000014)	(C000016)	L000227	15174000	L000257
T000013	(O000040)	(D000014)	(C000016)	L000257	18234000	L000256
T000013	(O000041)	(D000014)	(C000016)	L000256	19353600	L000209
T000014	()	(D000015,D000016)	(C000017)	L000135	5940000	L000015
T000014	(O000042)	(D000015,D000016)	(C000017)	L000015	9590400	L000189
T000014	(O000043)	(D000015,D000016)	(C000017)	L000189	11786400	L000203
T000014	(O000044)	(D000015,D000016)	(C000017)	L000203	16560000	L000155
T000014	()	(D000015,D000016)	(C000017)	L000155	20469600	L000049
T000014	(O000045)	(D000015,D000016)	(C000017)	L000049	23961600	L000089
T000014	(O000046)	(D000015,D000016)	(C000017)	L000089	27388800	L000271
T000014	(O000047)	(D000015,D000016)	(C000017)	L000271	29286000	L000238
T000014	()	(D000015,D000016)	(C000017)	L000238	33598800	L000095
T000014	(O000048)	(D000015,D000016)	(C000017)	L000095	38466000	L000135
T000015	()	(D000017)	(C000018)	L000003	6030000	L000143
T000015	(O000049)	(D000017)	(C000018)	L000143	10461600	L000193
T000015	(O000050)	(D000017)	(C000018)	L000193	14284800	L000003
T000016	()	(D000018)	(C000019)	L000002	7110000	L000192
T000016	(O000051)	(D000018)	(C000019)	L000192	12391200	L000133
T000016	(O000052)	(D000018)	(C000019)	L000133	15559200	L000191
T000016	()	(D000018)	(C000019)	L000191	18550800	L000235
T000016	(O000053)	(D000018)	(C000019)	L000235	19479600	L000238
T000016	()	(D000018)	(C000019)	L000238	24354000	L000002
T000017	()	(D000019,D000020)	(C000020)	L000102	7020000	L000049
T000017	(O000054)	(D000019,D000020)	(C000020)	L000049	11862000	L000146
T000017	()	(D000019,D000020)	(C000020)	L000146	16077600	L000038
T000017	(O000055)	(D000019,D000020)	(C000020)	L000038	19594800	L000237
T000017	()	(D000019,D000020)	(C000020)	L000237	23680800	L000102
T000018	()	(D000021)	(C000021)	L000003	5670000	L000012
T000018	(O000056)	(D000021)	(C000021)	L000012	7819200	L000077
T000018	()	(D000021)	(C000021)	L000077	10771200	L000003
T000019	()	(D000022,D000023)	(C000023,C000022)	L000135	6750000	L000025
T000019	(O000058,O000057)	(D000022,D000023)	(C000023,C000022)	L000025	11293200	L000072
T000019	(O000059)	(D000022,D000023)	(C000023,C000022)	L000072	11664000	L000135
T000020	()	(D000024,D000025)	(C000024)	L000209	5670000	L000017
T000020	(O000060)	(D000024,D000025)	(C000024)	L000017	11318400	L000089
T000020	(O000061)	(D000024,D000025)	(C000024)	L000089	11718000	L000209
T000021	()	(D000026)	(C000025)	L000135	6480000	L000022
T000021	(O000062)	(D000026)	(C000025)	L000022	11257200	L000229
T000021	(O000063)	(D000026)	(C000025)	L000229	16178400	L000017
T000021	(O000064)	(D000026)	(C000025)	L000017	21967200	L000196
T000021	()	(D000026)	(C000025)	L000196	25862400	L000135
T000022	()	(D000027)	(C000026)	L000004	6120000	L000040
T000022	(O000065)	(D000027)	(C000026)	L000040	9770400	L000219
T000022	(O000066)	(D000027)	(C000026)	L000219	15386400	L000093
T000022	()	(D000027)	(C000026)	L000093	20134800	L000004
T000023	()	(D000028)	(C000028,C000027)	L000101	6570000	L000069
T000023	(O000067)	(D000028)	(C000028,C000027)	L000069	13291200	L000002
T000023	()	(D000028)	(C000028,C000027)	L000002	20088000	L000204
T000023	(O000068,O000069)	(D000028)	(C000028,C000027)	L000204	26283600	L000101
T000024	()	(D000029,D000030)	(C000030,C000029)	L000209	6570000	L000089
T000024	(O000070,O000071)	(D000029,D000030)	(C000030,C000029)	L000089	14670000	L000197
T000024	(O000072,O000073)	(D000029,D000030)	(C000030,C000029)	L000197	18190800	L000062
T000024	(O000073)	(D000029,D000030)	(C000030,C000029)	L000062	21891600	L000296
T000024	()	(D000029,D000030)	(C000030,C000029)	L000296	25293600	L000209
T000025	()	(D000031)	(C000031)	L000004	7380000	L000275
T000025	(O000074)	(D000031)	(C000031)	L000275	10519200	L000121
T000025	(O000075)	(D000031)	(C000031)	L000121	12697200	L000017
T000025	(O000076)	(D000031)	(C000031)	L000017	13831200	L000158
T000025	(O000077)	(D000031)	(C000031)	L000158	16387200	L000248
T000025	()	(D000031)	(C000031)	L000248	20217600	L000173
T000025	(O000078)	(D000031)	(C000031)	L000173	24213600	L000004
T000026	()	(D000032)	(C000032)	L000002	7200000	L000255
T000026	(O000079)	(D000032)	(C000032)	L000255	14742000	L000187
T000026	(O000080)	(D000032)	(C000032)	L000187	19198800	L000002
T000027	()	(D000033)	(C000033)	L000135	7380000	L000063
T000027	(O000081)	(D000033)	(C000033)	L000063	15444000	L000020
T000027	()	(D000033)	(C000033)	L000020	19630800	L000124
T000027	(O000082)	(D000033)	(C000033)	L000124	22899600	L000256
T000027	()	(D000033)	(C000033)	L000256	25851600	L000251
T000027	(O000083)	(D000033)	(C000033)	L000251	28519200	L000135
T000028	()	(D000034,D000035)	(C000034)	L000004	6390000	L000287
T000028	(O000084)	(D000034,D000035)	(C000034)	L000287	9669600	L000036
T000028	(O000085)	(D000034,D000035)	(C000034)	L000036	11592000	L000153
T000028	(O000086)	(D000034,D000035)	(C000034)	L000153	14148000	L000082
T000028	()	(D000034,D000035)	(C000034)	L000082	16376400	L000288
T000028	(O000087)	(D000034,D000035)	(C000034)	L000288	20084400	L000169
T000028	()	(D000034,D000035)	(C000034)	L000169	25833600	L000104
T000028	(O000088)	(D000034,D000035)	(C000034)	L000104	28767600	L000238
T000028	()	(D000034,D000035)	(C000034)	L000238	32428800	L000231
T000028	(O000089)	(D000034,D000035)	(C000034)	L000231	38430000	L000048
T000028	()	(D000034,D000035)	(C000034)	L000048	42894000	L000013
T000028	(O000090)	(D000034,D000035)	(C000034)	L000013	45057600	L000115
T000028	(O000091)	(D000034,D000035)	(C000034)	L000115	48578400	L000004
T000029	()	(D000036,D000037)	(C000035)	L000101	7290000	L000264
T000029	(O000092)	(D000036,D000037)	(C000035)	L000264	15933600	L000023
T000029	()	(D000036,D000037)	(C000035)	L000023	18939600	L000101
T000030	()	(D000038)	(C000036)	L000241	6120000	L000020
T000030	(O000093)	(D000038)	(C000036)	L000020	9860400	L000082
T000030	()	(D000038)	(C000036)	L000082	13464000	L000241
T000031	()	(D000039)	(C000039,C000038,C000037)	L000101	3600000	L000014
T000031	(O000094)	(D000039)	(C000039,C000038,C000037)	L000014	10314000	L000000
T000031	(O000097,O000096,O000095)	(D000039)	(C000039,C000038,C000037)	L000000	13939200	L000248
T000031	(O000097)	(D000039)	(C000039,C000038,C000037)	L000248	17161200	L000013
T000031	()	(D000039)	(C000039,C000038,C000037)	L000013	21150000	L000100
T000031	(O000098)	(D000039)	(C000039,C000038,C000037)	L000100	24303600	L000101
T000032	()	(D000040)	(C000040)	L000002	3960000	L000169
T000032	(O000099)	(D000040)	(C000040)	L000169	9856800	L000228
T000032	(O000100)	(D000040)	(C000040)	L000228	15260400	L000002
T000033	()	(D000041)	(C000042,C000041)	L000135	4500000	L000133
T000033	(O000102,O000101)	(D000041)	(C000042,C000041)	L000133	8330400	L000098
T000033	(O000103)	(D000041)	(C000042,C000041)	L000098	12196800	L000135
T000034	()	(D000042)	(C000043)	L000224	5040000	L000278
T000034	(O000104)	(D000042)	(C000043)	L000278	9738000	L000268
T000034	(O000105)	(D000042)	(C000043)	L000268	11250000	L000130
T000034	()	(D000042)	(C000043)	L000130	12834000	L000043
T000034	(O000106)	(D000042)	(C000043)	L000043	15307200	L000224
T000035	()	(D000043)	(C000044)	L000224	3240000	L000222
T000035	(O000107)	(D000043)	(C000044)	L000222	10828800	L000226
T000035	(O000108)	(D000043)	(C000044)	L000226	13863600	L000224
T000036	()	(D000044)	(C000045)	L000001	5040000	L000278
T000036	(O000109)	(D000044)	(C000045)	L000278	8632800	L000034
T000036	(O000110)	(D000044)	(C000045)	L000034	9673200	L000288
T000036	()	(D000044)	(C000045)	L000288	13633200	L000008
T000036	(O000111)	(D000044)	(C000045)	L000008	17658000	L000194
T000036	()	(D000044)	(C000045)	L000194	21456000	L000293
T000036	(O000112)	(D000044)	(C000045)	L000293	25084800	L000183
T000036	(O000113)	(D000044)	(C000045)	L000183	27662400	L000001
T000037	()	(D000045)	(C000047,C000046)	L000002	4410000	L000218
T000037	(O000115,O000114)	(D000045)	(C000047,C000046)	L000218	16966800	L000008
T000037	(O000116)	(D000045)	(C000047,C000046)	L000008	23770800	L000002
T000038	()	(D000046)	(C000048)	L000102	7470000	L000299
T000038	(O000117)	(D000046)	(C000048)	L000299	10638000	L000238
T000038	()	(D000046)	(C000048)	L000238	13132800	L000060
T000038	(O000118)	(D000046)	(C000048)	L000060	17370000	L000018
T000038	()	(D000046)	(C000048)	L000018	20232000	L000102
T000039	()	(D000047)	(C000049)	L000224	6120000	L000297
T000039	(O000119)	(D000047)	(C000049)	L000297	10389600	L000043
T000039	(O000120)	(D000047)	(C000049)	L000043	12358800	L000075
T000039	(O000121)	(D000047)	(C000049)	L000075	15782400	L000281
T000039	()	(D000047)	(C000049)	L000281	18601200	L000287
T000039	(O000122)	(D000047)	(C000049)	L000287	20044800	L000224
T000040	()	(D000048)	(C000051,C000050)	L000002	6030000	L000225
T000040	(O000123,O000124)	(D000048)	(C000051,C000050)	L000225	11916000	L000171
T000040	()	(D000048)	(C000051,C000050)	L000171	17038800	L000247
T000040	(O000125,O000126)	(D000048)	(C000051,C000050)	L000247	19832400	L000228
T000040	()	(D000048)	(C000051,C000050)	L000228	22924800	L000182
T000040	(O000127)	(D000048)	(C000051,C000050)	L000182	28123200	L000002
T000041	()	(D000049,D000050)	(C000053,C000052)	L000000	7650000	L000160
T000041	(O000128)	(D000049,D000050)	(C000053,C000052)	L000160	12718800	L000237
T000041	(O000130,O000129)	(D000049,D000050)	(C000053,C000052)	L000237	14673600	L000000
T000042	()	(D000051)	(C000055,C000054)	L000001	7560000	L000044
T000042	(O000131)	(D000051)	(C000055,C000054)	L000044	14090400	L000139
T000042	()	(D000051)	(C000055,C000054)	L000139	18666000	L000198
T000042	(O000132,O000133)	(D000051)	(C000055,C000054)	L000198	21351600	L000004
T000042	(O000133)	(D000051)	(C000055,C000054)	L000004	25664400	L000138
T000042	(O000134)	(D000051)	(C000055,C000054)	L000138	29876400	L000001
T000043	()	(D000052)	(C000056)	L000224	6480000	L000095
T000043	(O000135)	(D000052)	(C000056)	L000095	12312000	L000026
T000043	()	(D000052)	(C000056)	L000026	15789600	L000224
T000044	()	(D000053)	(C000057)	L000224	6840000	L000210
T000044	(O000136)	(D000053)	(C000057)	L000210	14749200	L000081
T000044	(O000137)	(D000053)	(C000057)	L000081	20156400	L000007
T000044	()	(D000053)	(C000057)	L000007	23486400	L000224
T000045	()	(D000054,D000055)	(C000058)	L000241	7920000	L000272
T000045	(O000138)	(D000054,D000055)	(C000058)	L000272	10407600	L000259
T000045	()	(D000054,D000055)	(C000058)	L000259	11653200	L000169
T000045	(O000139)	(D000054,D000055)	(C000058)	L000169	15264000	L000086
T000045	()	(D000054,D000055)	(C000058)	L000086	21826800	L000241
T000046	()	(D000056)	(C000059)	L000135	6480000	L000215
T000046	(O000140)	(D000056)	(C000059)	L000215	13878000	L000194
T000046	()	(D000056)	(C000059)	L000194	19778400	L000086
T000046	(O000141)	(D000056)	(C000059)	L000086	22816800	L000023
T000046	(O000142)	(D000056)	(C000059)	L000023	26128800	L000298
T000046	()	(D000056)	(C000059)	L000298	28530000	L000135
T000047	()	(D000057,D000058)	(C000060)	L000224	6840000	L000029
T000047	(O000143)	(D000057,D000058)	(C000060)	L000029	14079600	L000230
T000047	(O000144)	(D000057,D000058)	(C000060)	L000230	20689200	L000224
T000048	()	(D000059)	(C000061)	L000003	7380000	L000294
T000048	(O000145)	(D000059)	(C000061)	L000294	10666800	L000282
T000048	()	(D000059)	(C000061)	L000282	12470400	L000114
T000048	(O000146)	(D000059)	(C000061)	L000114	14972400	L000208
T000048	(O000147)	(D000059)	(C000061)	L000208	18982800	L000099
T000048	(O000148)	(D000059)	(C000061)	L000099	22215600	L000178
T000048	(O000149)	(D000059)	(C000061)	L000178	25815600	L000057
T000048	(O000150)	(D000059)	(C000061)	L000057	29422800	L000003
T000049	()	(D000060,D000061)	(C000062)	L000209	7380000	L000245
T000049	(O000151)	(D000060,D000061)	(C000062)	L000245	10904400	L000096
T000049	(O000152)	(D000060,D000061)	(C000062)	L000096	13021200	L000074
T000049	()	(D000060,D000061)	(C000062)	L000074	13384800	L000243
T000049	(O000153)	(D000060,D000061)	(C000062)	L000243	15580800	L000209
T000050	()	(D000062)	(C000063)	L000101	6660000	L000055
T000050	(O000154)	(D000062)	(C000063)	L000055	10782000	L000038
T000050	()	(D000062)	(C000063)	L000038	13795200	L000091
T000050	(O000155)	(D000062)	(C000063)	L000091	16700400	L000139
T000050	(O000156)	(D000062)	(C000063)	L000139	20408400	L000101
T000051	()	(D000063)	(C000064)	L000004	5940000	L000031
T000051	(O000157)	(D000063)	(C000064)	L000031	9878400	L000245
T000051	(O000158)	(D000063)	(C000064)	L000245	12628800	L000220
T000051	()	(D000063)	(C000064)	L000220	16596000	L000049
T000051	(O000159)	(D000063)	(C000064)	L000049	21772800	L000187
T000051	(O000160)	(D000063)	(C000064)	L000187	25941600	L000004
T000052	()	(D000064,D000065)	(C000065)	L000209	5850000	L000059
T000052	(O000161)	(D000064,D000065)	(C000065)	L000059	11800800	L000224
T000052	()	(D000064,D000065)	(C000065)	L000224	17794800	L000209
T000053	()	(D000066)	(C000067,C000066)	L000209	7200000	L000157
T000053	(O000162,O000163)	(D000066)	(C000067,C000066)	L000157	12211200	L000086
T000053	(O000163)	(D000066)	(C000067,C000066)	L000086	14918400	L000209
T000054	()	(D000067)	(C000068)	L000000	6120000	L000060
T000054	(O000164)	(D000067)	(C000068)	L000060	8539200	L000134
T000054	(O000165)	(D000067)	(C000068)	L000134	9741600	L000124
T000054	()	(D000067)	(C000068)	L000124	11422800	L000095
T000054	(O000166)	(D000067)	(C000068)	L000095	13946400	L000000
T000055	()	(D000068)	(C000069)	L000004	7290000	L000026
T000055	(O000167)	(D000068)	(C000069)	L000026	10627200	L000259
T000055	(O000168)	(D000068)	(C000069)	L000259	14346000	L000026
T000055	(O000169)	(D000068)	(C000069)	L000026	18090000	L000126
T000055	()	(D000068)	(C000069)	L000126	20559600	L000004
T000056	()	(D000069)	(C000070)	L000101	6930000	L000214
T000056	(O000170)	(D000069)	(C000070)	L000214	14972400	L000296
T000056	(O000171)	(D000069)	(C000070)	L000296	19638000	L000101
T000057	()	(D000070)	(C000071)	L000101	6480000	L000208
T000057	(O000172)	(D000070)	(C000071)	L000208	10418400	L000026
T000057	(O000173)	(D000070)	(C000071)	L000026	12801600	L000125
T000057	(O000174)	(D000070)	(C000071)	L000125	14731200	L000101
T000058	()	(D000071)	(C000072)	L000002	1800000	L000247
T000058	(O000175)	(D000071)	(C000072)	L000247	5385600	L000002
T000058	(O000176)	(D000071)	(C000072)	L000002	8978400	L000181
T000058	(O000177)	(D000071)	(C000072)	L000181	13640400	L000154
T000058	()	(D000071)	(C000072)	L000154	16862400	L000022
T000058	(O000178)	(D000071)	(C000072)	L000022	19828800	L000106
T000058	(O000179)	(D000071)	(C000072)	L000106	21880800	L000271
T000058	(O000180)	(D000071)	(C000072)	L000271	24375600	L000002
T000059	()	(D000072)	(C000073)	L000000	2160000	L000239
T000059	(O000181)	(D000072)	(C000073)	L000239	5544000	L000056
T000059	()	(D000072)	(C000073)	L000056	9334800	L000007
T000059	(O000182)	(D000072)	(C000073)	L000007	11847600	L000207
T000059	()	(D000072)	(C000073)	L000207	14439600	L000293
T000059	(O000183)	(D000072)	(C000073)	L000293	16617600	L000200
T000059	()	(D000072)	(C000073)	L000200	19900800	L000007
T000059	(O000184)	(D000072)	(C000073)	L000007	22942800	L000000
T000060	()	(D000073)	(C000074)	L000209	2970000	L000005
T000060	(O000185)	(D000073)	(C000074)	L000005	6948000	L000153
T000060	()	(D000073)	(C000074)	L000153	9820800	L000071
T000060	(O000186)	(D000073)	(C000074)	L000071	12801600	L000173
T000060	()	(D000073)	(C000074)	L000173	16034400	L000186
T000060	(O000187)	(D000073)	(C000074)	L000186	16506000	L000209
T000061	()	(D000074)	(C000075)	L000003	3690000	L000100
T000061	(O000188)	(D000074)	(C000075)	L000100	10299600	L000114
T000061	(O000189)	(D000074)	(C000075)	L000114	15789600	L000007
T000061	()	(D000074)	(C000075)	L000007	18421200	L000287
T000061	(O000190)	(D000074)	(C000075)	L000287	21427200	L000040
T000061	(O000191)	(D000074)	(C000075)	L000040	24670800	L000082
T000061	()	(D000074)	(C000075)	L000082	25815600	L000003
T000062	()	(D000075)	(C000076)	L000135	6660000	L000222
T000062	(O000192)	(D000075)	(C000076)	L000222	13723200	L000092
T000062	()	(D000075)	(C000076)	L000092	19814400	L000135
T000063	()	(D000076,D000077)	(C000077)	L000224	5850000	L000199
T000063	(O000193)	(D000076,D000077)	(C000077)	L000199	11721600	L000173
T000063	(O000194)	(D000076,D000077)	(C000077)	L000173	16344000	L000224
T000064	()	(D000078,D000079)	(C000079,C000078)	L000241	7200000	L000023
T000064	(O000195)	(D000078,D000079)	(C000079,C000078)	L000023	8614800	L000225
T000064	()	(D000078,D000079)	(C000079,C000078)	L000225	13276800	L000261
T000064	(O000196)	(D000078,D000079)	(C000079,C000078)	L000261	16970400	L000189
T000064	(O000197,O000199)	(D000078,D000079)	(C000079,C000078)	L000189	20635200	L000171
T000064	(O000199,O000198)	(D000078,D000079)	(C000079,C000078)	L000171	22572000	L000264
T000064	()	(D000078,D000079)	(C000079,C000078)	L000264	24922800	L000150
T000064	(O000200)	(D000078,D000079)	(C000079,C000078)	L000150	28306800	L000241
T000065	()	(D000080)	(C000080)	L000209	7380000	L000288
T000065	(O000201)	(D000080)	(C000080)	L000288	17820000	L000215
T000065	()	(D000080)	(C000080)	L000215	27486000	L000209
T000066	()	(D000081)	(C000081)	L000001	5760000	L000284
T000066	(O000202)	(D000081)	(C000081)	L000284	9702000	L000057
T000066	(O000203)	(D000081)	(C000081)	L000057	13096800	L000265
T000066	(O000204)	(D000081)	(C000081)	L000265	18050400	L000001
T000067	()	(D000082,D000083)	(C000082)	L000004	7470000	L000237
T000067	(O000205)	(D000082,D000083)	(C000082)	L000237	12783600	L000173
T000067	()	(D000082,D000083)	(C000082)	L000173	16146000	L000259
T000067	(O000206)	(D000082,D000083)	(C000082)	L000259	18316800	L000241
T000067	()	(D000082,D000083)	(C000082)	L000241	19137600	L000004
T000068	()	(D000084)	(C000084,C000083)	L000004	6840000	L000195
T000068	(O000209,O000207)	(D000084)	(C000084,C000083)	L000195	10458000	L000163
T000068	(O000209,O000208)	(D000084)	(C000084,C000083)	L000163	12106800	L000232
T000068	()	(D000084)	(C000084,C000083)	L000232	17449200	L000004
T000069	()	(D000085)	(C000085)	L000001	6300000	L000181
T000069	(O000210)	(D000085)	(C000085)	L000181	11772000	L000155
T000069	()	(D000085)	(C000085)	L000155	14968800	L000196
T000069	(O000211)	(D000085)	(C000085)	L000196	18579600	L000001
T000070	()	(D000086)	(C000088,C000087,C000086)	L000003	7290000	L000078
T000070	(O000212)	(D000086)	(C000088,C000087,C000086)	L000078	11113200	L000174
T000070	(O000214,O000215,O000213)	(D000086)	(C000088,C000087,C000086)	L000174	13701600	L000003
T000071	()	(D000087)	(C000089)	L000102	360000	L000212
T000071	(O000216)	(D000087)	(C000089)	L000212	12294000	L000034
T000071	(O000217)	(D000087)	(C000089)	L000034	21816000	L000102
T000072	()	(D000088)	(C000090)	L000209	2160000	L000146
T000072	(O000218)	(D000088)	(C000090)	L000146	8618400	L000117
T000072	()	(D000088)	(C000090)	L000117	13377600	L000028
T000072	(O000219)	(D000088)	(C000090)	L000028	18043200	L000043
T000072	(O000220)	(D000088)	(C000090)	L000043	20703600	L000023
T000072	(O000221)	(D000088)	(C000090)	L000023	24094800	L000209
T000073	()	(D000089)	(C000091)	L000000	720000	L000027
T000073	(O000222)	(D000089)	(C000091)	L000027	3319200	L000274
T000073	(O000223)	(D000089)	(C000091)	L000274	5392800	L000270
T000073	(O000224)	(D000089)	(C000091)	L000270	6260400	L000018
T000073	()	(D000089)	(C000091)	L000018	9334800	L000000
T000074	()	(D000090)	(C000092)	L000224	450000	L000240
T000074	(O000225)	(D000090)	(C000092)	L000240	7354800	L000171
T000074	()	(D000090)	(C000092)	L000171	13089600	L000202
T000074	(O000226)	(D000090)	(C000092)	L000202	18745200	L000224
T000075	()	(D000091,D000092)	(C000095,C000094,C000093)	L000001	1530000	L000020
T000075	(O000227)	(D000091,D000092)	(C000095,C000094,C000093)	L000020	8949600	L000019
T000075	(O000229,O000228)	(D000091,D000092)	(C000095,C000094,C000093)	L000019	12355200	L000054
T000075	()	(D000091,D000092)	(C000095,C000094,C000093)	L000054	16668000	L000001
T000075	(O000231,O000230)	(D000091,D000092)	(C000095,C000094,C000093)	L000001	20019600	L000049
T000075	(O000234,O000233,O000232)	(D000091,D000092)	(C000095,C000094,C000093)	L000049	27478800	L000161
T000075	(O000238,O000237,O000235)	(D000091,D000092)	(C000095,C000094,C000093)	L000161	32450400	L000234
T000075	(O000238,O000237,O000236)	(D000091,D000092)	(C000095,C000094,C000093)	L000234	39200400	L000024
T000075	(O000238,O000237)	(D000091,D000092)	(C000095,C000094,C000093)	L000024	45392400	L000198
T000075	(O000238)	(D000091,D000092)	(C000095,C000094,C000093)	L000198	49604400	L000249
T000075	()	(D000091,D000092)	(C000095,C000094,C000093)	L000249	53179200	L000001
T000076	()	(D000093)	(C000096)	L000209	1620000	L000062
T000076	(O000239)	(D000093)	(C000096)	L000062	6926400	L000157
T000076	()	(D000093)	(C000096)	L000157	10249200	L000142
T000076	(O000240)	(D000093)	(C000096)	L000142	14364000	L000209
T000077	()	(D000094,D000095)	(C000097)	L000102	270000	L000128
T000077	(O000241)	(D000094,D000095)	(C000097)	L000128	5425200	L000186
T000077	(O000242)	(D000094,D000095)	(C000097)	L000186	9518400	L000281
T000077	(O000243)	(D000094,D000095)	(C000097)	L000281	12376800	L000103
T000077	(O000244)	(D000094,D000095)	(C000097)	L000103	16164000	L000142
T000077	(O000245)	(D000094,D000095)	(C000097)	L000142	20988000	L000044
T000077	()	(D000094,D000095)	(C000097)	L000044	25851600	L000102
T000078	()	(D000096)	(C000099,C000098)	L000209	1620000	L000063
T000078	(O000246,O000247)	(D000096)	(C000099,C000098)	L000063	6404400	L000091
T000078	(O000247)	(D000096)	(C000099,C000098)	L000091	8805600	L000119
T000078	(O000248)	(D000096)	(C000099,C000098)	L000119	11019600	L000060
T000078	(O000249)	(D000096)	(C000099,C000098)	L000060	13946400	L000209
T000079	()	(D000097)	(C000100)	L000224	630000	L000119
T000079	(O000250)	(D000097)	(C000100)	L000119	5821200	L000222
T000079	()	(D000097)	(C000100)	L000222	12096000	L000240
T000079	(O000251)	(D000097)	(C000100)	L000240	20858400	L000224
T000080	()	(D000098)	(C000101)	L000135	2250000	L000130
T000080	(O000252)	(D000098)	(C000101)	L000130	4899600	L000163
T000080	(O000253)	(D000098)	(C000101)	L000163	8334000	L000042
T000080	()	(D000098)	(C000101)	L000042	11318400	L000264
T000080	(O000254)	(D000098)	(C000101)	L000264	13190400	L000243
T000080	(O000255)	(D000098)	(C000101)	L000243	15678000	L000176
